#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/,1M pop,,Population,Continent,1 Caseevery X ppl1 Deathevery X ppl1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
World,"248,703,230","+423,431","5,035,531","+6,874","225,347,275","+377,989","18,320,424","73,947","31,906",646.0,,,,All,,,,,,,
1,USA,"47,073,033","+56,019","770,394 ","+1,117","37,071,328","+52,221","9,231,311","11,964","141,108","2,309","704,626,532","2,112,215","333,596,010 ",North America,74330,168,3,"27,672",,
2,India,"34,319,152","+12,975","459,658 ",+455,"33,703,771","+14,279","155,723","8,944","24,547",329,"611,278,853","437,214","1,398,124,254 ",Asia,"413,0422",9,0.3,111,,
3,Brazil,"21,835,785","+14,661","608,235 ",+117,"21,035,263","+19,387","192,287","8,318","101,762","2,835","63,776,166","297,217","214,577,957 ",South America,103533,68,0.5,896,,
4,UK,"9,171,660","+41,299","141,181 ",+217,"7,462,157","+36,071","1,568,322","1,030","134,162","2,065","336,227,289","4,918,300","68,362,503 ",Europe,74840,604,3,"22,941",,
5,Russia,"8,633,643","+40,443","242,060 ","+1,189","7,445,438","+32,807","946,145","2,300","59,127","1,658","216,000,000","1,479,269","146,018,111 ",Europe,176031,277,8,"6,480",,
6,Turkey,"8,121,226","+29,764","71,298 ",+246,"7,582,624","+33,366","467,304","1,405","94,929",833,"98,046,105","1,146,055","85,550,957 ",Asia,"111,2001",348,3,"5,462",,
7,France,"7,180,832","+10,050","117,802 ",+39,"6,956,513","+5,113","106,517","1,049","109,687","1,799","151,204,954","2,309,652","65,466,558 ",Europe,95560,154,0.6,"1,627",,
8,Iran,"5,954,962","+10,363","126,763 ",+147,"5,547,349","+12,682","280,850","3,789","69,707","1,484","35,834,817","419,473","85,428,203 ",Asia,146742,121,2,"3,288",,
9,Argentina,"5,292,549","+1,264","116,029 ",+19,"5,158,505",+994,"18,015",596,"115,685","2,536","25,234,179","551,570","45,749,693 ",South America,93942,28,0.4,394,,
10,Spain,"5,019,255","+2,287","87,462 ",+39,"4,875,129","+1,424","56,664",411,"107,297","1,870","66,213,858","1,415,462","46,778,986 ",Europe,95351,49,0.8,"1,211",,
11,Colombia,"5,005,402",,"127,348 ",,"4,849,200",,"28,854",342,"96,991","2,468","26,871,137","520,687","51,607,128 ",South America,104052,,,559,,
12,Italy,"4,782,802","+5,188","132,224 ",+63,"4,565,291","+4,285","85,287",381,"79,260","2,191","105,354,348","1,745,926","60,342,962 ",Europe,134561,86,1,"1,413",,
13,Germany,"4,662,011","+26,453","96,623 ",+184,"4,315,100","+14,500","250,288","1,984","55,406","1,148","77,993,513","926,927","84,141,978 ",Europe,188711,314,2,"2,975",,
14,Indonesia,"4,246,174",+801,"143,481 ",+24,"4,091,101",+814,"11,592",,"15,308",517,"47,438,975","171,021","277,386,049 ",Asia,"651,9336",3,0.09,42,,
15,Mexico,"3,811,793","+3,588","288,733 ",+269,"3,175,469","+6,558","347,591","4,798","29,155","2,208","11,375,069","87,004","130,741,732 ",North America,3445311,27,2,"2,659",,
16,Poland,"3,045,102","+10,429","77,145 ",+124,"2,718,452","+1,400","249,505",692,"80,577","2,041","22,326,043","590,774","37,791,194 ",Europe,124902,276,3,"6,602",,
17,Ukraine,"2,979,086","+23,393","69,447 ",+720,"2,466,674","+11,937","442,965",177,"68,670","1,601","14,586,038","336,220","43,382,373 ",Europe,156253,539,17,"10,211",,
18,South Africa,"2,922,735",+344,"89,220 ",+23,"2,815,166",+512,"18,349",546,"48,464","1,479","18,606,274","308,526","60,307,009 ",Africa,216763,6,0.4,304,,
19,Philippines,"2,793,898","+1,591","43,586 ",+186,"2,712,298","+4,294","38,014","2,047","25,051",391,"23,037,025","206,558","111,528,092 ",Asia,"402,5595",14,2,341,,
20,Malaysia,"2,486,630","+5,291","29,091 ",+46,"2,390,379","+4,947","67,160",546,"75,536",884,"34,647,699","1,052,494","32,919,617 ",Asia,"131,1321",161,1,"2,040",,
21,Peru,"2,202,671",,"200,300 ",,N/A,N/A,N/A,874,"65,585","5,964","19,127,782","569,534","33,584,947 ",South America,151682,,,"8,388",,
22,Netherlands,"2,147,473",,"18,441  ",,"1,991,207","+1,606","137,825",237,"124,958","1,073","18,498,260","1,076,385","17,185,545 ",Europe,89321,,,"8,020",,
23,Iraq,"2,058,914","+1,198","23,248 ",+25,"2,008,082","+1,812","27,584",202,"49,701",561,"15,870,722","383,111","41,425,871 ",Asia,"201,7823",29,0.6,666,,
