#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/,1M pop,,Population,Continent,1 Caseevery X ppl1 Deathevery X ppl1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
World,"276,742,495","+158,203","5,388,605","+3,542","248,248,866","+214,035","23,105,024","89,445","35,503",691.3,,,,All,,,,,,,
1,USA,"52,253,848",,"830,990 ",,"40,801,232",,"10,621,626","16,102","156,516","2,489","793,150,587","2,375,731","333,855,383 ",North America,64020,,,"31,815",,
2,India,"34,758,481",,"478,325 ",,"34,201,966","+6,906","78,190","8,944","24,829",342,"667,356,171","476,704","1,399,939,229 ",Asia,"402,9272",,,56,,
3,Brazil,"22,219,477",,"617,991 ",,"21,414,318",,"187,168","8,318","103,452","2,877","63,776,166","296,937","214,779,935 ",South America,103483,,,871,,
4,UK,"11,542,143",,"147,433 ",,"9,873,098",,"1,521,612",859,"168,720","2,155","390,544,657","5,708,870","68,410,148 ",Europe,64640,,,"22,242",,
5,Russia,"10,292,983","+25,264","300,269 ","+1,020","9,097,521","+42,322","895,193","2,300","70,487","2,056","236,300,000","1,618,200","146,026,460 ",Europe,144861,173,7,"6,130",,
6,Turkey,"9,209,740",,"80,778 ",,"8,835,629",,"293,333","1,128","107,500",943,"115,079,943","1,343,256","85,672,389 ",Asia,"91,0611",,,"3,424",,
7,France,"8,713,756",,"121,946 ",,"7,603,168",,"988,642","3,025","133,063","1,862","178,020,146","2,718,453","65,485,839 ",Europe,85370,,,"15,097",,
8,Germany,"6,881,734","+12,239","109,863 ",+104,"5,933,400","+66,500","838,471","4,636","81,752","1,305","89,622,218","1,064,678","84,177,751 ",Europe,127661,145,1,"9,961",,
9,Iran,"6,177,885","+2,103","131,211 ",+44,"6,016,324","+3,629","30,350","2,821","72,195","1,533","41,082,066","480,087","85,572,129 ",Asia,146522,25,0.5,355,,
10,Spain,"5,585,054",,"88,887 ",,"4,991,870",,"504,297","1,472","119,386","1,900","66,213,858","1,415,388","46,781,403 ",Europe,85261,,,"10,780",,
11,Italy,"5,436,143",,"135,931 ",,"4,916,068",,"384,144","1,012","90,105","2,253","131,557,823","2,180,597","60,331,107 ",Europe,114440,,,"6,367",,
12,Argentina,"5,404,380",,"116,953 ",,"5,240,512",,"46,915",803,"117,986","2,553","27,153,617","592,807","45,805,162 ",South America,83922,,,"1,024",,
13,Colombia,"5,110,788",,"129,534 ",,"4,950,750",,"30,504",342,"98,894","2,506","29,056,227","562,237","51,679,695 ",South America,103992,,,590,,
14,Indonesia,"4,261,072",+179,"144,034 ",+10,"4,112,292",+252,"4,746",,"15,340",519,"61,083,259","219,903","277,773,039 ",Asia,"651,9295",0.6,0.04,17,,
15,Poland,"4,000,270","+18,021","92,829 ",+775,"3,484,352","+8,955","423,089","2,053","105,867","2,457","26,493,557","701,154","37,785,666 ",Europe,94071,477,21,"11,197",,
16,Mexico,"3,937,082","+2,980","298,161 ",+245,"3,292,106","+1,944","346,815","4,798","30,072","2,277","12,196,712","93,159","130,922,975 ",North America,3343911,23,2,"2,649",,
17,Ukraine,"3,623,079","+6,363","93,909 ",+301,"3,376,899","+19,494","152,271",177,"83,582","2,166","16,566,449","382,179","43,347,383 ",Europe,124623,147,7,"3,513",,
18,South Africa,"3,332,008",,"90,488 ",,"3,043,094",,"198,426",546,"55,159","1,498","20,985,692","347,404","60,407,112 ",Africa,186683,,,"3,285",,
