#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/,1M pop,,Population,Continent,1 Caseevery X ppl1 Deathevery X ppl1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
World,"241,720,343","+260,129","4,917,562","+3,525","218,940,514","+245,285","17,862,267","78,711","31,010",630.9,,,,All,,,,,,,
1,USA,"45,800,271","+7,739","744,743 ",+197,"35,380,590","+5,995","9,674,938","15,136","137,327","2,233","668,860,715","2,005,511","333,511,317 ",North America,74480,23,0.6,"29,009",,
2,India,"34,093,291","+12,242","452,485 ",+164,"33,450,731","+19,015","190,075","8,944","24,395",324,"591,924,874","423,550","1,397,531,610 ",Asia,"413,0892",9,0.1,136,,
3,Brazil,"21,644,464",,"603,324 ",,"20,794,497",,"246,643","8,318","100,901","2,813","63,776,166","297,308","214,512,005 ",South America,103563,,,"1,150",,
4,UK,"8,497,868","+49,156","138,629 ",+45,"6,954,653","+38,214","1,404,586",791,"124,334","2,028","321,188,533","4,699,384","68,346,945 ",Europe,84930,719,0.7,"20,551",,
5,Russia,"8,027,012","+34,325","224,310 ",+998,"7,017,055","+16,431","785,647","2,300","54,974","1,536","200,000,000","1,369,719","146,015,385 ",Europe,186511,235,7,"5,381",,
6,Turkey,"7,683,517","+29,240","67,837 ",+214,"7,116,305","+26,539","499,375",633,"89,854",793,"92,365,793","1,080,159","85,511,306 ",Asia,"111,2611",342,3,"5,840",,
7,France,"7,090,109","+1,057","117,306 ",+41,"6,885,128","+6,760","87,675","1,200","108,312","1,792","146,046,715","2,231,074","65,460,262 ",Europe,95580,16,0.6,"1,339",,
8,Iran,"5,796,659","+11,844","124,256 ",+181,"5,333,304","+9,196","339,099","4,693","67,892","1,455","32,619,228","382,042","85,381,207 ",Asia,156873,139,2,"3,972",,
9,Argentina,"5,272,551",,"115,666 ",,"5,139,615",,"17,270",795,"115,293","2,529","24,497,430","535,679","45,731,580 ",South America,93952,,,378,,
10,Spain,"4,988,878","+1,498","87,030 ",+18,"4,839,294","+4,057","62,554",454,"106,650","1,860","66,213,858","1,415,485","46,778,197 ",Europe,95371,32,0.4,"1,337",,
11,Colombia,"4,981,532",,"126,865  ",,"4,825,265",,"29,402",342,"96,572","2,459","26,267,000","509,214","51,583,433 ",South America,104072,,,570,,
12,Italy,"4,719,493","+1,597","131,585 ",+44,"4,511,545","+2,756","76,363",358,"78,206","2,180","97,944,298","1,623,023","60,346,834 ",Europe,134591,26,0.7,"1,265",,
13,Germany,"4,395,286","+2,065","95,463 ",+9,"4,155,000","+8,000","144,823","1,336","52,244","1,135","73,348,901","871,849","84,130,297 ",Europe,198811,25,0.1,"1,721",,
14,Indonesia,"4,235,384",+626,"142,999 ",+47,"4,075,011","+1,593","17,374",,"15,276",516,"43,623,819","157,339","277,259,685 ",Asia,"651,9396",2,0.2,63,,
15,Mexico,"3,757,056","+1,993","284,381 ",+60,"3,117,254","+3,904","355,421","4,798","28,749","2,176","11,070,392","84,712","130,682,551 ",North America,3546012,15,0.5,"2,720",,
16,Poland,"2,941,126","+1,537","76,115 ",+3,"2,677,537","+1,716","187,474",296,"77,822","2,014","21,558,454","570,435","37,792,999 ",Europe,134972,41,0.08,"4,961",,
17,South Africa,"2,916,593",,"88,612 ",,"2,805,186",,"22,795",546,"48,389","1,470","18,174,247","301,526","60,274,322 ",Africa,216803,,,378,,
18,Philippines,"2,727,286","+6,943","40,761 ",+86,"2,617,693","+19,687","68,832","3,194","24,468",366,"22,204,345","199,206","111,464,326 ",Asia,"412,7355",62,0.8,618,,
19,Ukraine,"2,644,694","+9,524","60,810 ",+177,"2,329,418","+3,421","254,466",177,"60,946","1,401","13,581,768","312,989","43,393,799 ",Europe,167143,219,4,"5,864",,
20,Malaysia,"2,396,121","+5,434","27,993 ",+72,"2,278,955","+8,435","89,173",679,"72,827",851,"32,656,276","992,547","32,901,489 ",Asia,"141,1751",165,2,"2,710",,
21,Peru,"2,190,009",,"199,843 ",,N/A,N/A,N/A,979,"65,247","5,954","18,538,550","552,320","33,564,863 ",South America,151682,,,"8,029",,
22,Netherlands,"2,051,065","+3,354","18,250 ",+2,"1,965,004","+1,994","67,811",150,"119,360","1,062","17,790,280","1,035,288","17,183,893 ",Europe,89421,195,0.1,"3,946",,
23,Iraq,"2,037,012","+1,559","22,785 ",+29,"1,970,713","+2,851","43,514",242,"49,219",551,"15,561,904","376,016","41,386,318 ",Asia,"201,8163",38,0.7,"1,051",,
24,Thailand,"1,793,812","+10,111","18,336 ",+63,"1,668,250","+10,612","107,226","3,324","25,616",262,"9,201,621","131,402","70,026,431 ",Asia,"393,8198",144,0.9,"1,531",,
25,Japan,"1,714,720",+429,"18,103 ",+11,"1,688,963",+664,"7,654",312,"13,612",144,"25,792,247","204,740","125,975,608 ",Asia,"736,9595",3,0.09,61,,
26,Czechia,"1,709,716",+787,"30,554 ",+9,"1,662,948","+1,024","16,214",86,"159,270","2,846","39,349,960","3,665,689","10,734,670 ",Europe,63510,73,0.8,"1,510",,
27,Canada,"1,679,869",,"28,493 ",,"1,615,992",,"35,384",752,"44,011",746,"44,836,340","1,174,658","38,169,704 ",North America,"231,3401",,,927,,
