#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/,1M pop,,Population,Continent,1 Caseevery X ppl1 Deathevery X ppl1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
World,"246,724,469","+466,274","5,003,934","+7,580","223,514,761","+367,264","18,205,774","74,772","31,652",642.0,,,,All,,,,,,,
1,USA,"46,770,251","+78,880","765,722 ","+1,555","36,645,865","+79,917","9,358,664","12,729","140,209","2,296","697,819,595","2,091,943","333,574,837 ",North America,74360,236,5,"28,056",,
2,India,"34,259,719","+14,189","457,773 ",+552,"33,633,424","+13,482","168,522","8,944","24,507",327,"605,885,769","433,402","1,397,976,093 ",Asia,"413,0542",10,0.4,121,,
3,Brazil,"21,793,401","+11,965","607,504 ",+379,"20,986,901","+7,577","198,996","8,318","101,572","2,831","63,776,166","297,240","214,561,469 ",South America,103533,56,2,927,,
4,UK,"8,979,236","+43,467","140,392 ",+186,"7,290,633","+28,866","1,548,211",946,"131,355","2,054","331,717,146","4,852,602","68,358,613 ",Europe,84870,636,3,"22,648",,
5,Russia,"8,432,546","+39,849","236,220 ","+1,163","7,302,515","+30,462","893,811","2,300","57,750","1,618","206,300,000","1,412,845","146,017,429 ",Europe,176181,273,8,"6,121",,
6,Turkey,"7,985,944","+24,409","70,207 ",+209,"7,435,318","+30,846","480,419","1,405","93,358",821,"96,273,166","1,125,462","85,541,044 ",Asia,"111,2181",285,2,"5,616",,
7,France,"7,153,188","+6,433","117,649 ",+27,"6,934,898","+4,701","100,641","1,049","109,267","1,797","151,204,954","2,309,707","65,464,984 ",Europe,95560,98,0.4,"1,537",,
8,Iran,"5,909,402","+9,893","125,998 ",+123,"5,481,737","+13,117","301,667","4,014","69,183","1,475","32,619,228","381,885","85,416,454 ",Asia,146783,116,1,"3,532",,
9,Argentina,"5,287,447","+1,373","115,935 ",+19,"5,152,539","+1,310","18,973",609,"115,585","2,534","25,052,705","547,658","45,745,165 ",South America,93952,30,0.4,415,,
10,Spain,"5,011,148","+2,261","87,368 ",+46,"4,864,318","+1,646","59,462",411,"107,124","1,868","66,213,858","1,415,468","46,778,789 ",Europe,95351,48,1.0,"1,271",,
11,Colombia,"4,999,048","+1,604","127,225 ",+30,"4,842,692","+1,801","29,131",342,"96,879","2,466","26,741,909","518,242","51,601,205 ",South America,104062,31,0.6,565,,
12,Italy,"4,762,563","+5,335","132,037 ",+33,"4,551,882","+3,433","78,644",349,"78,924","2,188","103,424,436","1,713,916","60,343,930 ",Europe,134571,88,0.5,"1,303",,
13,Germany,"4,577,488","+23,758","96,176 ",+114,"4,257,800","+10,800","223,512","1,336","54,404","1,143","73,348,901","871,758","84,139,058 ",Europe,188751,282,1,"2,656",,
14,Indonesia,"4,243,215",+683,"143,361 ",+28,"4,087,440",+681,"12,414",,"15,299",517,"46,306,016","166,956","277,354,458 ",Asia,"651,9356",2,0.1,45,,
15,Mexico,"3,798,286","+4,503","287,631 ",+357,"3,159,461","+3,192","351,194","4,798","29,055","2,200","11,300,220","86,441","130,726,937 ",North America,3445412,34,3,"2,686",,
16,Poland,"3,008,294","+9,387","76,875 ",+102,"2,697,544","+4,171","233,875",521,"79,602","2,034","22,043,704","583,296","37,791,645 ",Europe,134922,248,3,"6,189",,
17,South Africa,"2,921,589",+475,"89,151 ",+47,"2,813,781",+339,"18,657",546,"48,452","1,478","18,499,939","306,804","60,298,837 ",Africa,216763,8,0.8,309,,
18,Ukraine,"2,878,674","+26,870","66,852 ",+648,"2,421,495","+9,784","390,327",177,"66,351","1,541","14,306,108","329,746","43,385,230 ",Europe,156493,619,15,"8,997",,
19,Philippines,"2,779,943","+4,043","42,621 ",+44,"2,686,692","+3,224","50,630","3,194","24,930",382,"22,794,383","204,412","111,512,151 ",Asia,"402,6165",36,0.4,454,,
20,Malaysia,"2,460,809","+6,060","28,832 ",+63,"2,361,919","+7,297","70,058",567,"74,762",876,"33,925,800","1,030,707","32,915,085 ",Asia,"131,1421",184,2,"2,128",,
21,Peru,"2,199,036",,"200,179 ",,N/A,N/A,N/A,860,"65,487","5,961","18,955,153","564,479","33,579,926 ",South America,151682,,,"8,284",,
22,Netherlands,"2,115,938","+7,389","18,384 ",+13,"1,982,976","+1,740","114,578",215,"123,126","1,070","17,988,698","1,046,759","17,185,132 ",Europe,89351,430,0.8,"6,667",,
23,Iraq,"2,053,520","+1,397","23,111 ",+28,"1,998,559","+2,433","31,850",221,"49,583",558,"15,782,442","381,071","41,415,982 ",Asia,"201,7923",34,0.7,769,,
24,Thailand,"1,893,941","+8,968","19,070 ",+64,"1,775,570","+8,747","99,301","2,432","27,044",272,"14,913,135","212,947","70,032,158 ",Asia,"373,6725",128,0.9,"1,418",,
25,Czechia,"1,752,086","+4,348","30,705 ",+8,"1,671,709",+43,"49,672",172,"163,208","2,860","40,368,178","3,760,315","10,735,319 ",Europe,63500,405,0.7,"4,627",,
26,Japan,"1,717,980",+274,"18,237 ",+9,"1,695,364",+435,"4,379",145,"13,639",145,"26,356,006","209,236","125,962,969 ",Asia,"736,9075",2,0.07,35,,
27,Canada,"1,712,125","+2,596","28,951  ",+23,"1,657,921","+2,653","25,253",765,"44,843",758,"45,995,324","1,204,680","38,180,542 ",North America,"221,3191",68,0.6,661,,
28,Chile,"1,690,735","+2,281","37,729 ",+10,"1,638,077","+1,926","14,929",450,"87,451","1,951","23,435,350","1,212,157","19,333,589 ",South America,115121,118,0.5,772,,
29,Romania,"1,628,501","+12,474","46,911 ",+480,"1,382,322","+11,276","199,268","1,875","85,407","2,460","14,656,253","768,653","19,067,449 ",Europe,124061,654,25,"10,451",,
30,Bangladesh,"1,569,162",+305,"27,854 ",+7,"1,532,966",+271,"8,342","1,389","9,404",167,"10,319,404","61,844","166,862,699 ",Asia,"1065,99116",2,0.04,50,,
31,Belgium,"1,351,913","+9,195","25,976 ",+30,"1,212,412","+1,772","113,525",256,"115,980","2,228","21,596,196","1,852,721","11,656,475 ",Europe,94491,789,3,"9,739",,
32,Israel,"1,326,742",+395,"8,085 ",+4,"1,308,942",+411,"9,715",227,"142,263",867,"29,341,818","3,146,238","9,326,000 ",Asia,"71,1530",42,0.4,"1,042",,
33,Pakistan,"1,271,687",+660,"28,431 ",+17,"1,220,105",+931,"23,151","1,395","5,613",125,"20,705,288","91,387","226,566,346 ",Asia,"1787,96911",3,0.08,102,,
34,Sweden,"1,171,512",,"14,991 ",,"1,137,851",+849,"18,670",24,"115,049","1,472","13,154,558","1,291,852","10,182,714 ",Europe,96791,,,"1,833",,
35,Serbia,"1,131,819","+6,217","9,826 ",+65,"995,407","+4,740","126,586",277,"130,233","1,131","6,276,443","722,203","8,690,692 ",Europe,88841,715,7,"14,566",,
36,Portugal,"1,088,977",+844,"18,153 ",+4,"1,039,284",+755,"31,540",65,"107,211","1,787","19,819,716","1,951,282","10,157,279 ",Europe,95601,83,0.4,"3,105",,
37,Cuba,"950,613",+866,"8,223 ",+4,"937,955","+1,123","4,435",116,"83,995",727,"10,473,689","925,446","11,317,449 ",North America,"121,3761",77,0.4,392,,
38,Morocco,"945,720",+216,"14,660 ",+6,"926,044",+224,"5,016",347,"25,226",391,"10,070,403","268,616","37,489,920 ",Africa,"402,5574",6,0.2,134,,
39,Kazakhstan,"936,084","+1,697","12,053 ",+25,"881,124","+2,141","42,907",221,"49,076",632,"11,575,012","606,844","19,074,127 ",Asia,"201,5832",89,1,"2,249",,
40,Vietnam,"910,376","+4,899","21,966 ",+56,"816,132","+2,169","72,278",,"9,243",223,"42,517,091","431,651","98,498,797 ",Asia,"1084,4842",50,0.6,734,,
