#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/,1M pop,,Population,Continent,1 Caseevery X ppl1 Deathevery X ppl1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
World,"258,338,164","+429,493","5,173,896","+5,299","233,760,955","+361,591","19,403,313","80,366","33,142",663.8,,,,All,,,,,,,
1,USA,"48,711,290","+60,450","794,556 ",+349,"38,563,518","+85,318","9,353,216","11,832","145,972","2,381","741,746,460","2,222,782","333,701,877 ",North America,74200,181,1,"28,029",,
2,India,"34,523,965","+5,064","465,911 ",,"33,934,547","+12,510","123,507","8,944","24,680",333,"632,524,259","452,170","1,398,865,061 ",Asia,"413,0022",4,,88,,
3,Brazil,"22,019,870","+2,594","612,842 ",+120,"21,230,357","+8,325","176,671","8,318","102,580","2,855","63,776,166","297,103","214,660,397 ",South America,103503,12,0.6,823,,
4,UK,"9,889,926","+44,917","143,972 ",+45,"8,751,945",,"994,009",911,"144,628","2,105","354,308,340","5,181,314","68,381,950 ",Europe,74750,657,0.7,"14,536",,
5,Russia,"9,366,839","+35,681","265,336 ","+1,241","8,053,643","+28,713","1,047,860","2,300","64,147","1,817","221,000,000","1,513,476","146,021,519 ",Europe,165501,244,8,"7,176",,
6,Turkey,"8,596,410","+24,856","75,235 ",+193,"8,120,882","+28,935","400,293","1,405","100,425",879,"104,799,990","1,224,291","85,600,521 ",Asia,"101,1381",290,2,"4,676",,
7,France,"7,420,237","+5,266","118,555 ",+94,"7,052,321","+2,024","249,361","1,049","113,330","1,811","151,204,954","2,309,374","65,474,428 ",Europe,95520,80,1,"3,809",,
8,Iran,"6,082,865","+5,427","129,053 ",+97,"5,795,060","+11,635","158,752","3,409","71,155","1,510","37,887,368","443,195","85,486,948 ",Asia,146622,63,1,"1,857",,
9,Germany,"5,418,681","+40,489","99,817 ",+204,"4,649,300","+23,000","669,564","3,675","64,388","1,186","81,975,529","974,083","84,156,579 ",Europe,168431,481,2,"7,956",,
10,Argentina,"5,315,989",+641,"116,382 ",+5,"5,182,821","+1,455","16,786",566,"116,140","2,543","25,918,391","566,246","45,772,333 ",South America,93932,14,0.1,367,,
11,Spain,"5,096,538","+5,291","87,832 ",+8,"4,907,344","+1,873","101,362",458,"108,947","1,878","66,213,858","1,415,432","46,779,973 ",Europe,95331,113,0.2,"2,167",,
12,Colombia,"5,050,255","+2,194","128,138 ",+45,"4,890,990","+2,712","31,127",342,"97,804","2,482","27,744,614","537,304","51,636,747 ",South America,104032,42,0.9,603,,
13,Italy,"4,932,091","+6,404","133,247 ",+70,"4,647,330","+3,579","151,514",549,"81,741","2,208","114,767,310","1,902,070","60,338,123 ",Europe,124531,106,1,"2,511",,
14,Indonesia,"4,253,598",+186,"143,744 ",+5,"4,101,889",+342,"7,965",,"15,326",518,"52,270,641","188,333","277,544,004 ",Asia,"651,9315",0.7,0.02,29,,
15,Mexico,"3,863,362","+1,225","292,471 ",+99,"3,224,604","+2,225","346,287","4,798","29,533","2,236","11,704,633","89,474","130,815,709 ",North America,3444711,9,0.8,"2,647",,
16,Poland,"3,357,763","+12,334","80,830 ",+8,"2,901,800","+13,953","375,133","1,526","88,856","2,139","23,697,612","627,104","37,788,938 ",Europe,114682,326,0.2,"9,927",,
17,Ukraine,"3,340,407","+7,464","81,598 ",+326,"2,773,490","+10,540","485,319",177,"77,025","1,882","15,557,638","358,735","43,368,091 ",Europe,135313,172,8,"11,191",,
18,South Africa,"2,930,174",+312,"89,584 ",+10,"2,821,141",,"19,449",546,"48,555","1,484","19,126,699","316,941","60,347,867 ",Africa,216743,5,0.2,322,,
19,Philippines,"2,826,853",+984,"47,288 ",+218,"2,759,767","+2,229","19,798","1,170","25,328",424,"23,924,429","214,362","111,607,800 ",Asia,"392,3605",9,2,177,,
20,Malaysia,"2,591,486","+4,885","30,063 ",+61,"2,493,437","+5,628","67,986",549,"78,667",913,"36,797,482","1,117,029","32,942,277 ",Asia,"131,0961",148,2,"2,064",,
21,Netherlands,"2,465,288","+23,002","18,995 ",+29,"2,057,307","+5,665","388,986",481,"143,434","1,105","19,205,114","1,117,381","17,187,611 ",Europe,79051,"1,338",2,"22,632",,
