#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/,1M pop,,Population,Continent,1 Caseevery X ppl1 Deathevery X ppl1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
World,"274,461,292","+501,010","5,365,695","+4,870","246,293,894","+408,447","22,801,703","89,209","35,211",688.4,,,,All,,,,,,,
1,USA,"51,663,508","+53,227","827,135 ",+416,"40,498,257","+23,911","10,338,116","15,665","154,758","2,478","785,571,250","2,353,178","333,834,210 ",North America,64040,159,1,"30,968",,
2,India,"34,738,584","+5,390","477,170 ",+12,"34,171,471","+8,706","89,943","8,944","24,817",341,"662,897,388","473,569","1,399,791,068 ",Asia,"402,9342",4,0.01,64,,
3,Brazil,"22,212,343","+3,323","617,754 ",+107,"21,414,318",,"180,271","8,318","103,427","2,876","63,776,166","296,960","214,763,447 ",South America,103483,15,0.5,839,,
4,UK,"11,279,428","+90,418","147,173 ",+125,"9,741,854","+44,195","1,390,401",875,"164,889","2,151","384,287,490","5,617,724","68,406,258 ",Europe,64650,"1,322",2,"20,326",,
5,Russia,"10,186,823","+27,434","296,180 ","+1,076","8,952,266","+38,041","938,377","2,300","69,760","2,028","234,500,000","1,605,881","146,025,778 ",Europe,144931,188,7,"6,426",,
6,Turkey,"9,154,209","+17,644","80,244 ",+191,"8,762,742","+25,568","311,223","1,128","106,864",937,"114,026,345","1,331,112","85,662,476 ",Asia,"91,0681",206,2,"3,633",,
7,France,"8,577,376","+58,536","121,418 ",+85,"7,498,715","+31,486","957,243","2,933","130,984","1,854","178,020,146","2,718,518","65,484,265 ",Europe,85390,894,1,"14,618",,
8,Germany,"6,788,546","+30,953","108,836 ",+230,"5,724,100","+44,700","955,610","4,636","80,648","1,293","87,852,398","1,043,690","84,174,831 ",Europe,127731,368,3,"11,353",,
9,Iran,"6,169,011","+1,361","131,033 ",+41,"5,999,860","+4,126","38,118","2,909","72,101","1,531","40,463,565","472,924","85,560,380 ",Asia,146532,16,0.5,446,,
10,Spain,"5,455,527",,"88,708 ",,"4,968,287",,"398,532","1,306","116,618","1,896","66,213,858","1,415,394","46,781,205 ",Europe,95271,,,"8,519",,
11,Argentina,"5,386,453","+4,163","116,899 ",+7,"5,230,733","+2,181","38,821",789,"117,607","2,552","27,005,746","589,637","45,800,634 ",South America,93922,91,0.2,848,,
12,Italy,"5,364,852","+28,064","135,544 ",+123,"4,881,836","+12,430","347,472",953,"88,922","2,247","129,802,436","2,151,466","60,332,074 ",Europe,114450,465,2,"5,759",,
13,Colombia,"5,105,285","+2,016","129,399 ",+54,"4,945,520","+1,556","30,366",342,"98,798","2,504","28,919,466","559,655","51,673,771 ",South America,103992,39,1,588,,
14,Indonesia,"4,260,380",+232,"143,998 ",+12,"4,111,464",+214,"4,918",,"15,339",518,"59,985,826","215,977","277,741,448 ",Asia,"651,9295",0.8,0.04,18,,
15,Poland,"3,942,864","+19,397","91,415 ",+543,"3,412,313","+26,092","439,136","2,088","104,347","2,419","26,170,850","692,605","37,786,117 ",Europe,104131,513,14,"11,622",,
16,Mexico,"3,930,015","+2,750","297,567 ",+211,"3,283,899","+1,955","348,549","4,798","30,021","2,273","12,152,050","92,829","130,908,180 ",North America,3344011,21,2,"2,663",,
17,Ukraine,"3,604,549","+7,503","92,929 ",+288,"3,324,999","+18,534","186,621",177,"83,149","2,144","16,474,655","380,036","43,350,239 ",Europe,124663,173,7,"4,305",,
