#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/,1M pop,,Population,Continent,1 Caseevery X ppl1 Deathevery X ppl1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
World,"253,639,963","+410,690","5,110,026","+5,772","229,349,436","+340,061","19,180,501","77,601","32,540",655.6,,,,All,,,,,,,
1,USA,"47,882,122","+31,232","783,405 ",+472,"37,893,040","+30,935","9,205,677","11,311","143,510","2,348","719,321,002","2,155,922","333,648,943 ",North America,74260,94,1,"27,591",,
2,India,"34,426,774",+738,"463,245 ",,"33,826,483","+12,403","137,046","8,944","24,617",331,"622,333,939","445,003","1,398,494,658 ",Asia,"413,0192",0.5,,98,,
3,Brazil,"21,953,838","+12,888","611,222 ",+287,"21,138,584",,"204,032","8,318","102,292","2,848","63,776,166","297,160","214,619,177 ",South America,103513,60,1,951,,
4,UK,"9,524,971","+38,351","142,835 ",+157,"7,792,578","+33,953","1,589,558",999,"139,311","2,089","344,837,715","5,043,535","68,372,226 ",Europe,74790,561,2,"23,249",,
5,Russia,"9,031,851","+39,256","254,167 ","+1,241","7,754,764","+33,802","1,022,920","2,300","61,854","1,741","216,300,000","1,481,306","146,019,815 ",Europe,165751,269,8,"7,005",,
6,Turkey,"8,386,542","+22,583","73,342 ",+215,"7,868,409","+25,254","444,791","1,405","98,001",857,"101,609,828","1,187,367","85,575,739 ",Asia,"101,1671",264,3,"5,198",,
7,France,"7,275,149","+14,646","118,137 ",+16,"7,007,747","+4,957","149,265","1,049","111,121","1,804","151,204,954","2,309,513","65,470,493 ",Europe,95540,224,0.2,"2,280",,
8,Iran,"6,031,575","+4,306","128,042 ",+124,"5,683,458","+12,802","220,075","3,533","70,580","1,498","36,829,133","430,964","85,457,576 ",Asia,146672,50,1,"2,575",,
9,Argentina,"5,305,151","+1,092","116,228 ",+6,"5,170,876","+1,179","18,047",606,"115,932","2,540","25,622,546","559,921","45,761,013 ",South America,93942,24,0.1,394,,
10,Spain,"5,047,156",,"87,673 ",,"4,889,801",,"69,682",394,"107,893","1,874","66,213,858","1,415,447","46,779,479 ",Europe,95341,,,"1,490",,
11,Colombia,"5,029,335","+2,513","127,766 ",+45,"4,870,317","+1,920","31,252",342,"97,426","2,475","27,349,820","529,810","51,621,938 ",South America,104042,49,0.9,605,,
12,Germany,"5,009,388","+35,276","98,159 ",+109,"4,466,000","+15,800","445,229","2,828","59,530","1,166","80,348,721","954,836","84,149,279 ",Europe,178571,419,1,"5,291",,
