#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/,1M pop,,Population,Continent,1 Caseevery X ppl1 Deathevery X ppl1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
World,"241,832,365","+321,493","4,919,283","+4,592","219,102,092","+388,344","17,810,990","78,621","31,025",631.1,,,,All,,,,,,,
1,USA,"45,878,564","+38,592","745,726 ",+526,"35,497,776","+105,856","9,635,062","14,994","137,560","2,236","670,477,837","2,010,328","333,516,610 ",North America,74470,116,2,"28,889",,
2,India,"34,093,387","+12,338","452,485 ",+164,"33,451,170","+19,454","189,732","8,944","24,395",324,"591,924,874","423,539","1,397,568,650 ",Asia,"413,0892",9,0.1,136,,
3,Brazil,"21,651,910","+7,446","603,521 ",+197,"20,813,408","+18,911","234,981","8,318","100,934","2,813","63,776,166","297,302","214,516,127 ",South America,103553,35,0.9,"1,095",,
4,UK,"8,497,868","+49,156","138,629 ",+45,"6,954,653","+38,214","1,404,586",791,"124,333","2,028","321,188,533","4,699,317","68,347,917 ",Europe,84930,719,0.7,"20,551",,
5,Russia,"8,027,012","+34,325","224,310 ",+998,"7,017,055","+16,431","785,647","2,300","54,974","1,536","200,000,000","1,369,717","146,015,555 ",Europe,186511,235,7,"5,381",,
6,Turkey,"7,683,517","+29,240","67,837 ",+214,"7,116,305","+26,539","499,375",633,"89,851",793,"92,365,793","1,080,128","85,513,784 ",Asia,"111,2611",342,3,"5,840",,
7,France,"7,090,109","+1,057","117,306 ",+41,"6,885,128","+6,760","87,675","1,200","108,311","1,792","146,046,715","2,231,061","65,460,656 ",Europe,95580,16,0.6,"1,339",,
8,Iran,"5,796,659","+11,844","124,256 ",+181,"5,333,304","+9,196","339,099","4,693","67,889","1,455","32,619,228","382,029","85,384,144 ",Asia,156873,139,2,"3,971",,
9,Argentina,"5,273,463",+912,"115,704 ",+38,"5,140,506",+891,"17,253",801,"115,311","2,530","24,537,499","536,542","45,732,712 ",South America,93952,20,0.8,377,,
10,Spain,"4,988,878","+1,498","87,030 ",+18,"4,839,294","+4,057","62,554",454,"106,650","1,860","66,213,858","1,415,484","46,778,247 ",Europe,95371,32,0.4,"1,337",,
11,Colombia,"4,982,575","+1,043","126,886 ",+21,"4,826,801","+1,536","28,888",342,"96,590","2,460","26,295,671","509,755","51,584,914 ",South America,104072,20,0.4,560,,
12,Italy,"4,719,493","+1,597","131,585 ",+44,"4,511,545","+2,756","76,363",358,"78,206","2,180","97,944,298","1,623,029","60,346,592 ",Europe,134591,26,0.7,"1,265",,
13,Germany,"4,399,789","+6,568","95,511 ",+57,"4,155,000","+8,000","149,278","1,336","52,297","1,135","73,348,901","871,841","84,131,027 ",Europe,198811,78,0.7,"1,774",,
14,Indonesia,"4,235,384",+626,"142,999 ",+47,"4,075,011","+1,593","17,374",,"15,275",516,"43,623,819","157,335","277,267,583 ",Asia,"651,9396",2,0.2,63,,
15,Mexico,"3,757,056","+1,993","284,381 ",+60,"3,117,254","+3,904","355,421","4,798","28,749","2,176","11,070,392","84,710","130,686,250 ",North America,3546012,15,0.5,"2,720",,
16,Poland,"2,941,126","+1,537","76,115 ",+3,"2,677,537","+1,716","187,474",296,"77,822","2,014","21,558,454","570,437","37,792,886 ",Europe,134972,41,0.08,"4,961",,
17,South Africa,"2,916,803",+210,"88,619 ",+7,"2,805,566",+380,"22,618",546,"48,390","1,470","18,189,273","301,765","60,276,365 ",Africa,216803,3,0.1,375,,
18,Philippines,"2,727,286","+6,943","40,761 ",+86,"2,617,693","+19,687","68,832","3,194","24,467",366,"22,248,130","199,592","111,468,312 ",Asia,"412,7355",62,0.8,618,,
19,Ukraine,"2,644,694","+9,524","60,810 ",+177,"2,329,418","+3,421","254,466",177,"60,947","1,401","13,581,768","312,994","43,393,085 ",Europe,167143,219,4,"5,864",,
20,Malaysia,"2,396,121","+5,434","27,993 ",+72,"2,278,955","+8,435","89,173",679,"72,825",851,"32,656,276","992,513","32,902,622 ",Asia,"141,1751",165,2,"2,710",,
21,Peru,"2,190,009",,"199,843 ",,N/A,N/A,N/A,979,"65,245","5,954","18,538,550","552,299","33,566,118 ",South America,151682,,,"8,029",,
22,Netherlands,"2,051,065","+3,354","18,250 ",+2,"1,965,004","+1,994","67,811",150,"119,359","1,062","17,790,280","1,035,282","17,183,996 ",Europe,89421,195,0.1,"3,946",,
23,Iraq,"2,037,012","+1,559","22,785 ",+29,"1,970,713","+2,851","43,514",242,"49,217",551,"15,561,904","375,993","41,388,790 ",Asia,"201,8163",38,0.7,"1,051",,
