#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/,1M pop,,Population,Continent,1 Caseevery X ppl1 Deathevery X ppl1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
World,"257,462,324","+46,148","5,164,277",+841,"232,435,607","+64,590","19,862,440","79,337","33,030",662.5,,,,All,,,,,,,
1,USA,"48,558,229",,"793,539 ",,"38,437,852",,"9,326,838","11,824","145,518","2,378","739,303,442","2,215,531","333,691,290 ",North America,74210,,,"27,950",,
2,India,"34,510,413",,"465,662 ",,"33,922,037","+12,329","122,714","8,944","24,672",333,"631,649,378","451,568","1,398,790,980 ",Asia,"413,0042",,,88,,
3,Brazil,"22,012,150",,"612,625 ",,"21,217,739",,"181,786","8,318","102,548","2,854","63,776,166","297,114","214,652,153 ",South America,103503,,,847,,
4,UK,"9,806,034",,"143,866 ",,"8,050,466",,"1,611,702",923,"143,405","2,104","351,529,646","5,140,825","68,380,005 ",Europe,74750,,,"23,570",,
5,Russia,"9,294,188",,"262,843 ",,"7,992,426",,"1,038,919","2,300","63,650","1,800","220,000,000","1,506,631","146,021,178 ",Europe,165561,,,"7,115",,
6,Turkey,"8,550,377",,"74,847 ",,"8,057,657",,"417,873","1,405","99,893",874,"104,088,822","1,216,054","85,595,565 ",Asia,"101,1441",,,"4,882",,
7,France,"7,395,222",,"118,446 ",,"7,048,431",,"228,345","1,049","112,950","1,809","151,204,954","2,309,402","65,473,641 ",Europe,95530,,,"3,488",,
8,Iran,"6,073,098",,"128,852 ",,"5,771,363",,"172,883","3,416","71,046","1,507","37,359,561","437,051","85,481,074 ",Asia,146632,,,"2,022",,
9,Germany,"5,341,332",,"99,553 ",,"4,626,300","+16,000","615,479","2,828","63,470","1,183","81,975,529","974,100","84,155,119 ",Europe,168451,,,"7,314",,
10,Argentina,"5,314,702",,"116,374 ",,"5,180,054",,"18,274",572,"116,117","2,543","25,886,510","565,577","45,770,069 ",South America,93932,,,399,,
11,Spain,"5,080,663",,"87,810 ",,"4,901,074",,"91,779",458,"108,608","1,877","66,213,858","1,415,435","46,779,874 ",Europe,95331,,,"1,962",,
12,Colombia,"5,045,412",,"128,054 ",,"4,886,428",,"30,930",342,"97,715","2,480","27,649,581","535,494","51,633,785 ",South America,104032,,,599,,
13,Italy,"4,915,981",,"133,131 ",,"4,639,449",,"143,401",512,"81,473","2,206","114,012,631","1,889,547","60,338,607 ",Europe,124531,,,"2,377",,
