#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/,1M pop,,Population,Continent,1 Caseevery X ppl1 Deathevery X ppl1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
World,"271,853,115","+136,899","5,340,016","+3,233","244,446,730","+209,016","22,066,369","89,259","34,876",685.1,,,,All,,,,,,,
1,USA,"51,136,442",,"821,335 ",,"40,239,513",,"10,075,594","15,528","153,186","2,460","779,586,291","2,335,361","333,818,330 ",North America,74060,,,"30,183",,
2,India,"34,710,630",,"476,135 ",,"34,146,931","+8,168","87,564","8,944","24,799",340,"658,847,816","470,713","1,399,679,947 ",Asia,"402,9402",,,63,,
3,Brazil,"22,195,775",,"617,121 ",,"21,414,318",,"164,336","8,318","103,356","2,874","63,776,166","296,977","214,751,081 ",South America,103483,,,765,,
4,UK,"10,932,545",,"146,627 ",,"9,574,546",,"1,211,372",900,"159,825","2,144","379,450,849","5,547,256","68,403,341 ",Europe,64670,,,"17,709",,
5,Russia,"10,103,160","+28,363","292,891 ","+1,142","8,839,633","+35,633","970,636","2,300","69,188","2,006","232,800,000","1,594,245","146,025,267 ",Europe,144991,194,8,"6,647",,
6,Turkey,"9,080,452",,"79,503 ",,"8,662,026",,"338,923","1,128","106,012",928,"112,617,977","1,314,785","85,655,042 ",Asia,"91,0771",,,"3,957",,
7,France,"8,334,133",,"120,832 ",,"7,362,450",,"850,851","2,792","127,272","1,845","175,073,861","2,673,574","65,483,085 ",Europe,85420,,,"12,993",,
8,Germany,"6,600,511",,"107,166 ",,"5,559,700","+62,400","933,645","4,636","78,416","1,273","87,852,398","1,043,717","84,172,641 ",Europe,137851,,,"11,092",,
9,Iran,"6,160,303",,"130,831 ",,"5,980,566",,"48,906","3,042","72,007","1,529","40,258,351","470,574","85,551,568 ",Asia,146542,,,572,,
10,Argentina,"5,366,522",,"116,826 ",,"5,220,418",,"29,278",739,"117,180","2,551","26,776,841","584,682","45,797,238 ",South America,93922,,,639,,
11,Spain,"5,366,128",,"88,542 ",,"4,958,672",,"318,914","1,215","114,707","1,893","66,213,858","1,415,399","46,781,057 ",Europe,95281,,,"6,817",,
12,Italy,"5,258,886",,"135,049 ",,"4,826,443",,"297,394",863,"87,165","2,238","127,082,617","2,106,360","60,332,800 ",Europe,114470,,,"4,929",,
13,Colombia,"5,097,680",,"129,205 ",,"4,938,291",,"30,184",342,"98,660","2,501","28,731,851","556,072","51,669,328 ",South America,104002,,,584,,
14,Indonesia,"4,259,439",,"143,960 ",,"4,110,574",,"4,905",,"15,337",518,"58,730,148","211,474","277,717,755 ",Asia,"651,9295",,,18,,
15,Mexico,"3,921,682","+2,695","296,983 ",+262,"3,277,620","+2,157","347,079","4,798","29,960","2,269","12,094,380","92,396","130,897,083 ",North America,3344111,21,2,"2,652",,
16,Poland,"3,881,349","+24,266","89,714 ",+669,"3,344,222","+10,909","447,413","2,114","102,718","2,374","25,659,484","679,066","37,786,456 ",Europe,104211,642,18,"11,841",,
17,Ukraine,"3,578,557","+8,109","91,958 ",+356,"3,259,316","+26,307","227,283",177,"82,546","2,121","16,371,425","377,636","43,352,381 ",Europe,124713,187,8,"5,243",,
18,South Africa,"3,204,642",,"90,172 ",,"2,943,570",,"170,900",546,"53,063","1,493","20,352,343","336,999","60,392,811 ",Africa,196703,,,"2,830",,
19,Netherlands,"2,906,969",,"20,214 ",,"2,274,893",,"611,862",634,"169,109","1,176","19,205,114","1,117,233","17,189,884 ",Europe,68501,,,"35,594",,
20,Philippines,"2,836,915",+237,"50,449 ",+100,"2,776,273",+565,"10,193",899,"25,399",452,"24,734,754","221,448","111,695,478 ",Asia,"392,2145",2,0.9,91,,
21,Malaysia,"2,699,240",,"30,956 ",,"2,610,610",,"57,674",382,"81,877",939,"39,369,907","1,194,214","32,967,202 ",Asia,"121,0651",,,"1,749",,
22,Czechia,"2,367,076","+16,691","34,813 ",+56,"2,091,837",+511,"240,426",966,"220,443","3,242","45,745,637","4,260,239","10,737,809 ",Europe,53080,"1,554",5,"22,391",,
23,Peru,"2,256,796",,"201,902 ",,N/A,N/A,N/A,942,"67,091","6,002","20,921,494","621,966","33,637,668 ",South America,151672,,,"9,936",,
24,Thailand,"2,178,276","+3,370","21,258 ",+29,"2,110,701","+4,557","46,317","1,061","31,094",303,"14,913,135","212,880","70,054,109 ",Asia,"323,2955",48,0.4,661,,
25,Iraq,"2,088,833",,"24,007 ",,"2,056,933",,"7,893",94,"50,297",578,"16,589,899","399,471","41,529,697 ",Asia,"201,7303",,,190,,
26,Belgium,"1,968,269","+9,076","27,685 ",+54,"1,466,281","+9,073","474,303",838,"168,765","2,374","26,085,622","2,236,652","11,662,799 ",Europe,64210,778,5,"40,668",,
27,Canada,"1,845,256",,"29,969 ",,"1,777,480",,"37,807",455,"48,277",784,"50,263,570","1,315,040","38,222,087 ",North America,"211,2751",,,989,,
28,Romania,"1,794,589",,"57,847 ",,"1,719,084",,"17,658",665,"94,197","3,036","16,483,360","865,204","19,051,408 ",Europe,113291,,,927,,
29,Chile,"1,785,124",,"38,723 ",,"1,687,758",,"58,643",675,"92,234","2,001","26,438,403","1,366,030","19,354,190 ",South America,115001,,,"3,030",,
30,Japan,"1,729,035",+129,"18,375 ",+1,"1,709,724",+113,936,27,"13,732",146,"28,603,932","227,169","125,914,522 ",Asia,"736,8524",1,0.01,7,,
31,Bangladesh,"1,580,005",,"28,034 ",,"1,544,664",,"7,307","1,369","9,457",168,"11,165,105","66,829","167,068,756 ",Asia,"1065,96015",,,44,,
