#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/,1M pop,,Population,Continent,1 Caseevery X ppl1 Deathevery X ppl1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
World,"246,322,895","+75,227","4,997,301","+1,348","223,186,482","+43,968","18,139,112","75,129","31,601",641.1,,,,All,,,,,,,
1,USA,"46,685,145",,"763,784 ",,"36,565,948",,"9,355,413","12,956","139,956","2,290","696,084,706","2,086,775","333,569,543 ",North America,74370,,,"28,046",,
2,India,"34,246,157",+627,"457,221 ",,"33,627,632","+7,690","161,304","8,944","24,498",327,"605,885,769","433,414","1,397,939,053 ",Asia,"413,0572",0.4,,115,,
3,Brazil,"21,781,436",,"607,125 ",,"20,979,324",,"194,987","8,318","101,518","2,830","63,776,166","297,245","214,557,347 ",South America,103533,,,909,,
4,UK,"8,936,155",,"140,206 ",,"7,261,767",,"1,534,182",945,"130,726","2,051","325,510,859","4,761,880","68,357,641 ",Europe,84880,,,"22,443",,
5,Russia,"8,392,697",,"235,057 ",,"7,272,053",,"885,587","2,300","57,477","1,610","206,300,000","1,412,847","146,017,259 ",Europe,176211,,,"6,065",,
6,Turkey,"7,961,535",,"69,998 ",,"7,404,472",,"487,065","1,405","93,075",818,"95,921,793","1,121,386","85,538,566 ",Asia,"111,2221",,,"5,694",,
7,France,"7,146,755",,"117,622 ",,"6,930,164",,"98,969","1,049","109,170","1,797","151,204,954","2,309,721","65,464,591 ",Europe,95570,,,"1,512",,
8,Iran,"5,899,509",,"125,875 ",,"5,468,620",,"305,014","4,078","69,070","1,474","32,619,228","381,898","85,413,517 ",Asia,146793,,,"3,571",,
9,Argentina,"5,286,074",,"115,916 ",,"5,151,229",,"18,929",627,"115,558","2,534","25,004,055","546,608","45,744,033 ",South America,93952,,,414,,
10,Spain,"5,008,887",,"87,322 ",,"4,862,672",,"58,893",413,"107,076","1,867","66,213,858","1,415,469","46,778,740 ",Europe,95361,,,"1,259",,
11,Colombia,"4,997,444",,"127,195 ",,"4,840,891",,"29,358",342,"96,850","2,465","26,694,350","517,335","51,599,724 ",South America,104062,,,569,,
12,Italy,"4,757,231",,"132,004 ",,"4,548,449",,"76,778",347,"78,835","2,188","102,949,658","1,706,041","60,344,172 ",Europe,134571,,,"1,272",,
13,Germany,"4,553,730",,"96,062 ",,"4,247,000",,"210,668","1,336","54,122","1,142","73,348,901","871,766","84,138,328 ",Europe,188761,,,"2,504",,
14,Indonesia,"4,242,532",,"143,333 ",,"4,086,759",,"12,440",,"15,297",517,"46,061,624","166,080","277,346,560 ",Asia,"651,9356",,,45,,
15,Mexico,"3,798,286","+4,503","287,631 ",+357,"3,159,461","+3,192","351,194","4,798","29,056","2,200","11,300,220","86,444","130,723,238 ",North America,3445412,34,3,"2,687",,
16,Poland,"2,998,891",,"76,773 ",,"2,693,373",,"228,745",495,"79,353","2,031","22,043,704","583,294","37,791,758 ",Europe,134922,,,"6,053",,
