#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/,1M pop,,Population,Continent,1 Caseevery X ppl1 Deathevery X ppl1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
World,"275,974,553","+163,810","5,380,300","+3,158","247,714,848","+300,439","22,879,405","88,740","35,405",690.2,,,,All,,,,,,,
1,USA,"52,059,667",,"828,836 ",,"40,719,047",,"10,511,784","15,830","155,937","2,483","791,372,546","2,370,443","333,850,090 ",North America,64030,,,"31,487",,
2,India,"34,752,164",,"478,007 ",,"34,195,060","+8,043","79,097","8,944","24,825",341,"666,126,659","475,838","1,399,902,189 ",Asia,"402,9292",,,57,,
3,Brazil,"22,215,856",,"617,905 ",,"21,414,318",,"183,633","8,318","103,437","2,877","63,776,166","296,943","214,775,813 ",South America,103483,,,855,,
4,UK,"11,453,121",,"147,261 ",,"9,826,541",,"1,479,319",879,"167,421","2,153","388,970,198","5,685,936","68,409,175 ",Europe,64650,,,"21,625",,
5,Russia,"10,267,719","+25,907","299,249 ","+1,027","9,055,199","+40,219","913,271","2,300","70,314","2,049","235,900,000","1,615,463","146,026,290 ",Europe,144881,177,7,"6,254",,
6,Turkey,"9,189,881",,"80,591 ",,"8,810,097",,"299,193","1,128","107,271",941,"114,726,791","1,339,173","85,669,911 ",Asia,"91,0631",,,"3,492",,
7,France,"8,640,924",,"121,717 ",,"7,553,787",,"965,420","3,025","131,952","1,859","178,020,146","2,718,469","65,485,446 ",Europe,85380,,,"14,743",,
8,Germany,"6,842,106","+7,660","109,319 ",+76,"5,866,900","+65,500","865,887","4,636","81,282","1,299","89,622,218","1,064,687","84,177,021 ",Europe,127701,91,0.9,"10,287",,
9,Iran,"6,175,782","+2,413","131,167 ",+43,"6,012,695","+3,206","31,920","2,835","72,173","1,533","40,981,684","478,930","85,569,192 ",Asia,146522,28,0.5,373,,
10,Spain,"5,535,231",,"88,793 ",,"4,985,234",,"461,204","1,306","118,321","1,898","66,213,858","1,415,390","46,781,353 ",Europe,85271,,,"9,859",,
11,Italy,"5,405,360",,"135,778 ",,"4,899,879",,"369,703",987,"89,595","2,251","130,705,958","2,166,468","60,331,349 ",Europe,114440,,,"6,128",,
12,Argentina,"5,395,044",,"116,930 ",,"5,237,599",,"40,515",795,"117,785","2,553","27,082,573","591,271","45,804,030 ",South America,83922,,,885,,
13,Colombia,"5,109,022",,"129,487 ",,"4,948,804",,"30,731",342,"98,862","2,506","29,007,812","561,316","51,678,214 ",South America,103992,,,595,,
14,Indonesia,"4,260,893",+216,"144,024 ",+11,"4,112,040",+205,"4,829",,"15,340",519,"60,784,337","218,834","277,765,142 ",Asia,"651,9295",0.8,0.04,17,,
15,Poland,"3,982,257","+13,806","92,052 ",+538,"3,475,397","+16,527","414,808","2,058","105,390","2,436","26,298,535","695,990","37,785,779 ",Europe,94101,365,14,"10,978",,
16,Mexico,"3,934,102",+716,"297,916 ",+58,"3,290,162","+2,288","346,024","4,798","30,050","2,276","12,177,063","93,012","130,919,276 ",North America,3343911,5,0.4,"2,643",,
17,Ukraine,"3,616,716","+6,029","93,608 ",+346,"3,357,405","+18,850","165,703",177,"83,434","2,159","16,532,593","381,391","43,348,097 ",Europe,124633,139,8,"3,823",,
18,South Africa,"3,316,585",,"90,453 ",,"3,026,285",,"199,847",546,"54,906","1,497","20,985,692","347,416","60,405,069 ",Africa,186683,,,"3,308",,
19,Netherlands,"3,001,461","+9,304","20,534 ",+30,"2,421,782","+20,607","559,145",596,"174,600","1,194","19,205,114","1,117,193","17,190,503 ",Europe,68371,541,2,"32,526",,
20,Philippines,"2,837,719",+168,"50,794 ",+10,"2,777,541",+372,"9,384",899,"25,400",455,"24,937,631","223,217","111,719,390 ",Asia,"392,1994",2,0.09,84,,
21,Malaysia,"2,721,544",,"31,135 ",,"2,638,191",,"52,218",379,"82,536",944,"39,845,376","1,208,388","32,974,000 ",Asia,"121,0591",,,"1,584",,
22,Czechia,"2,415,624","+8,586","35,401 ",+32,"2,190,845",+397,"189,378",840,"224,958","3,297","46,258,514","4,307,873","10,738,133 ",Europe,43030,800,3,"17,636",,
23,Peru,"2,266,205",,"202,295 ",,N/A,N/A,N/A,934,"67,356","6,013","21,192,993","629,896","33,645,199 ",South America,151662,,,"10,202",,
24,Thailand,"2,196,529","+2,476","21,440 ",+32,"2,136,197","+3,649","38,892",899,"31,353",306,"17,270,775","246,525","70,056,972 ",Asia,"323,2684",35,0.5,555,,
25,Iraq,"2,091,180",+336,"24,087 ",+13,"2,060,869",+456,"6,224",90,"50,336",580,"16,699,283","401,961","41,544,530 ",Asia,"201,7252",8,0.3,150,,
26,Belgium,"2,017,154","+6,198","27,992 ",+39,"1,553,605","+13,776","435,557",743,"172,944","2,400","26,522,253","2,273,929","11,663,624 ",Europe,64170,531,3,"37,343",,
27,Canada,"1,896,462",,"30,063 ",,"1,800,387",,"66,012",455,"49,610",786,"51,062,934","1,335,764","38,227,506 ",North America,"201,2721",,,"1,727",,
28,Romania,"1,799,455",+826,"58,320 ",+66,"1,727,435","+1,384","13,700",488,"94,463","3,062","16,753,436","879,477","19,049,315 ",Europe,113271,43,3,719,,
29,Chile,"1,793,786",+884,"38,894 ",+9,"1,704,252","+2,620","50,640",608,"92,669","2,009","26,845,735","1,386,884","19,356,876 ",South America,114981,46,0.5,"2,616",,
30,Japan,"1,730,112",+148,"18,379 ",,"1,710,413",+97,"1,320",28,"13,741",146,"28,877,706","229,355","125,908,203 ",Asia,"736,8514",1,,10,,
31,Bangladesh,"1,581,634",+291,"28,051 ",+1,"1,546,071",+264,"7,512","1,352","9,465",168,"11,306,938","67,667","167,095,633 ",Asia,"1065,95715",2,0.01,45,,
32,Vietnam,"1,571,780","+16,325","30,041 ",+250,"1,160,090","+50,191","381,649","7,740","15,937",305,"73,037,601","740,573","98,623,102 ",Asia,"633,2831",166,3,"3,870",,
33,Israel,"1,357,476",+349,"8,232 ",,"1,340,982",+125,"8,262",81,"145,558",883,"37,138,819","3,982,288","9,326,000 ",Asia,"71,1330",37,,886,,
34,Pakistan,"1,291,737",+270,"28,882 ",+4,"1,253,298",+297,"9,557",743,"5,686",127,"22,907,243","100,834","227,176,737 ",Asia,"1767,86610",1,0.02,42,,
35,Serbia,"1,283,490",,"12,432 ",,"1,246,604",,"24,454",121,"147,770","1,431","7,077,197","814,809","8,685,715 ",Europe,76991,,,"2,815",,
36,Sweden,"1,263,566",,"15,206 ",,"1,176,373","+1,564","71,987",88,"123,981","1,492","14,208,757","1,394,157","10,191,645 ",Europe,86701,,,"7,063",,
37,Austria,"1,253,961","+2,528","13,538 ",+42,"1,201,459","+5,164","38,964",477,"138,074","1,491","117,832,609","12,974,608","9,081,786 ",Europe,76710,278,5,"4,290",,
38,Hungary,"1,230,385","+1,985","38,028 ",+132,"1,054,288","+5,655","138,069",501,"127,841","3,951","9,021,858","937,399","9,624,350 ",Europe,82531,206,14,"14,346",,
39,Portugal,"1,227,854",,"18,796 ",,"1,135,358",,"73,700",152,"120,934","1,851","23,905,081","2,354,468","10,153,073 ",Europe,85400,,,"7,259",,
40,Switzerland,"1,198,521","+5,872","12,036 ",+4,"938,544","+4,143","247,941",302,"137,014","1,376","13,669,283","1,562,657","8,747,462 ",Europe,77271,671,0.5,"28,344",,
41,Jordan,"1,040,243",,"12,268 ",,"969,499",,"58,476","1,253","100,490","1,185","13,117,168","1,267,153","10,351,682 ",Asia,108441,,,"5,649",,
42,Greece,"1,037,759",,"19,976 ",,"964,410",,"53,373",670,"100,283","1,930","43,043,808","4,159,495","10,348,326 ",Europe,105180,,,"5,158",,
43,Kazakhstan,"983,663",+369,"12,936 ",+13,"953,971",+765,"16,756",528,"51,484",677,"11,575,012","605,830","19,106,029 ",Asia,"191,4772",19,0.7,877,,
44,Cuba,"964,237",+61,"8,316 ",+1,"955,518",+56,403,13,"85,207",735,"11,481,602","1,014,592","11,316,470 ",North America,"121,3611",5,0.09,36,,
45,Morocco,"952,916",,"14,810 ",,"936,597",,"1,509",103,"25,376",394,"10,659,005","283,846","37,552,060 ",Africa,"392,5364",,,40,,
46,Georgia,"913,738","+3,282","13,169 ",+53,"866,339","+3,263","34,230",,"229,702","3,311","12,512,000","3,145,355","3,977,929 ",Asia,43020,825,13,"8,605",,
47,Nepal,"826,206",+252,"11,577 ",+3,"809,387",+232,"5,242",114,"27,628",387,"4,784,231","159,982","29,904,764 ",Asia,"362,5836",8,0.1,175,,
48,Slovakia,"811,022","+3,683","16,129 ",+61,"723,476","+6,995","71,417",512,"148,443","2,952","4,982,142","911,892","5,463,523 ",Europe,73391,674,11,"13,072",,
49,UAE,"744,890",+452,"2,154 ",+2,"738,983",+198,"3,753",,"74,003",214,"107,486,334","10,678,563","10,065,618 ",Asia,"144,6730",45,0.2,373,,
50,Bulgaria,"726,794",,"30,239 ",,"600,728",,"95,827",506,"105,767","4,401","7,156,089","1,041,391","6,871,664 ",Europe,92271,,,"13,945",,
51,Tunisia,"721,103",,"25,475 ",,"694,280",,"1,348",76,"60,092","2,123","3,270,912","272,577","11,999,974 ",Africa,174714,,,112,,
52,Lebanon,"701,749",,"8,950 ",,"649,517",,"43,282",186,"103,494","1,320","4,795,578","707,252","6,780,582 ",Asia,107581,,,"6,383",,
53,Belarus,"686,294",+832,"5,415 ",+16,"677,814",+769,"3,065",,"72,664",573,"10,842,221","1,147,961","9,444,762 ",Europe,"141,7441",88,2,325,,
54,Croatia,"678,533","+2,803","12,090 ",+47,"646,966","+2,849","19,477",263,"166,793","2,972","3,657,533","899,075","4,068,106 ",Europe,63361,689,12,"4,788",,
55,Ireland,"661,388",,"5,835 ",,"518,948",,"136,605",104,"131,786","1,163","9,313,992","1,855,870","5,018,667 ",Europe,88601,,,"27,219",,
56,Denmark,"640,413","+13,057","3,101 ",+17,"519,497","+6,316","117,815",67,"109,996",533,"102,749,621","17,648,118","5,822,129 ",Europe,"91,8780","2,243",3,"20,236",,
57,Guatemala,"623,795",,"16,077 ",,"607,014",,704,5,"33,900",874,"3,222,269","175,112","18,401,189 ",North America,"291,1456",,,38,,
58,Azerbaijan,"610,895",,"8,208 ",,"587,338",,"15,349",,"59,465",799,"5,757,381","560,426","10,273,214 ",Asia,"171,2522",,,"1,494",,
59,Sri Lanka,"580,209",,"14,771 ",,"557,621",,"7,817",,"26,930",686,"5,726,599","265,797","21,544,976 ",Asia,"371,4594",,,363,,
60,S. Korea,"575,615","+5,198","4,828 ",+52,"459,628","+3,502","111,159","1,022","11,213",94,"15,804,065","307,868","51,333,932 ",Asia,"8910,6333",101,1,"2,165",,
61,Costa Rica,"568,538",,"7,340 ",,"559,654",,"1,544",50,"110,132","1,422","2,881,944","558,263","5,162,342 ",North America,97032,,,299,,
62,Bolivia,"566,591","+1,844","19,459 ",+19,"512,723","+1,463","34,409",220,"47,587","1,634","2,615,853","219,700","11,906,460 ",South America,216125,155,2,"2,890",,
63,Saudi Arabia,"551,210",+222,"8,865 ",+1,"540,284",+106,"2,061",28,"15,480",249,"32,471,081","911,889","35,608,580 ",Asia,"654,0171",6,0.03,58,,
64,Ecuador,"537,032",,"33,597 ",,"443,880",,"59,555",759,"29,776","1,863","2,103,013","116,602","18,035,763 ",South America,345379,,,"3,302",,
65,Myanmar,"528,380",,"19,226 ",,"505,761",,"3,393",,"9,617",350,"5,909,389","107,551","54,944,864 ",Asia,"1042,8589",,,62,,
66,Lithuania,"504,422","+1,411","7,169 ",+16,"471,033","+3,085","26,220",114,"189,169","2,689","6,480,685","2,430,389","2,666,522 ",Europe,53720,529,6,"9,833",,
67,Panama,"483,638",,"7,400 ",,"472,089",,"4,149",16,"109,561","1,676","4,371,071","990,202","4,414,324 ",North America,95971,,,940,,
68,Paraguay,"464,703",,"16,583 ",,"447,130",,990,50,"64,000","2,284","2,002,195","275,746","7,261,001 ",South America,164384,,,136,,
69,Slovenia,"450,703","+1,555","5,512 ",+6,"427,323","+1,949","17,868",206,"216,751","2,651","2,031,835","977,146","2,079,357 ",Europe,53771,748,3,"8,593",,
70,Venezuela,"441,937",,"5,291 ",,"430,351",,"6,295",681,"15,606",187,"3,359,014","118,619","28,317,690 ",South America,"645,3528",,,222,,
