#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/,1M pop,,Population,Continent,1 Caseevery X ppl1 Deathevery X ppl1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
World,"255,671,713","+576,997","5,137,834","+7,796","231,059,044","+469,856","19,474,835","78,713","32,800",659.1,,,,All,,,,,,,
1,USA,"48,284,124","+101,349","787,919 ","+1,350","38,257,566","+116,673","9,238,639","11,491","144,704","2,361","726,895,548","2,178,451","333,675,410 ",North America,74230,304,4,"27,688",,
2,India,"34,466,598",,"464,153 ",,"33,873,890","+12,134","128,555","8,944","24,642",332,"627,016,336","448,292","1,398,679,859 ",Asia,"413,0132",,,92,,
3,Brazil,"21,977,661","+11,977","611,898 ",+374,"21,194,900","+17,533","170,863","8,318","102,393","2,851","63,776,166","297,131","214,639,787 ",South America,103513,56,2,796,,
4,UK,"9,675,058","+38,263","143,360  ",+201,"7,943,987","+40,569","1,587,711",938,"141,496","2,097","349,236,596","5,107,509","68,377,088 ",Europe,74770,560,3,"23,220",,
5,Russia,"9,182,538","+36,626","259,084 ","+1,247","7,882,836","+36,388","1,040,618","2,300","62,885","1,774","218,300,000","1,494,994","146,020,667 ",Europe,165641,251,9,"7,127",,
6,Turkey,"8,480,986","+23,867","74,202 ",+229,"7,970,207","+28,543","436,577","1,405","99,091",867,"103,022,701","1,203,703","85,588,130 ",Asia,"101,1531",279,3,"5,101",,
7,France,"7,330,958","+20,294","118,321 ",+50,"7,028,484","+6,414","184,153","1,049","111,970","1,807","151,204,954","2,309,444","65,472,460 ",Europe,95530,310,0.8,"2,813",,
8,Iran,"6,057,893","+6,251","128,531 ",+125,"5,734,181","+13,288","195,181","3,463","70,876","1,504","37,359,561","437,096","85,472,262 ",Asia,146652,73,1,"2,284",,
9,Argentina,"5,310,334","+1,553","116,313 ",+19,"5,175,526",+978,"18,495",572,"116,031","2,541","25,759,848","562,852","45,766,673 ",South America,93932,34,0.4,404,,
10,Germany,"5,169,657","+60,753","98,908 ",+248,"4,540,900","+24,900","529,849","2,828","61,432","1,175","80,348,721","954,794","84,152,929 ",Europe,168511,722,3,"6,296",,
11,Spain,"5,067,712","+6,667","87,775 ",+30,"4,898,138","+1,468","81,799",447,"108,331","1,876","66,213,858","1,415,439","46,779,726 ",Europe,95331,143,0.6,"1,749",,
12,Colombia,"5,038,544","+2,257","127,912 ",+47,"4,879,456","+1,938","31,176",342,"97,591","2,478","27,510,452","532,845","51,629,343 ",South America,104042,44,0.9,604,,
13,Italy,"4,883,242","+10,172","132,965 ",+72,"4,623,192","+6,406","127,085",486,"80,930","2,204","112,273,557","1,860,703","60,339,333 ",Europe,124541,169,1,"2,106",,
14,Indonesia,"4,251,945",+522,"143,698 ",+13,"4,099,857",+458,"8,390",,"15,322",518,"50,940,689","183,567","277,504,516 ",Asia,"651,9315",2,0.05,30,,
15,Mexico,"3,847,243",+735,"291,241 ",+37,"3,211,986","+2,123","344,016","4,798","29,414","2,227","11,604,734","88,723","130,797,215 ",North America,3444911,6,0.3,"2,630",,
16,Ukraine,"3,263,417","+18,668","78,754 ",+769,"2,684,584","+20,211","500,079",177,"75,243","1,816","15,348,780","353,890","43,371,662 ",Europe,135513,430,18,"11,530",,
17,Poland,"3,254,875","+24,239","79,624 ",+463,"2,831,903","+4,876","343,348","1,326","86,132","2,107","23,292,952","616,387","37,789,502 ",Europe,124752,641,12,"9,086",,
18,South Africa,"2,926,914",+566,"89,515 ",+11,"2,820,514",+484,"16,885",546,"48,509","1,484","18,998,133","314,864","60,337,652 ",Africa,216743,9,0.2,280,,
19,Philippines,"2,820,494","+1,190","46,117 ",+309,"2,750,531","+2,759","23,846","1,247","25,276",413,"23,718,039","212,550","111,587,873 ",Asia,"402,4205",11,3,214,,
20,Malaysia,"2,563,153","+6,288","29,837 ",+68,"2,466,523","+4,743","66,793",536,"77,821",906,"36,183,003","1,098,565","32,936,612 ",Asia,"131,1041",191,2,"2,028",,
21,Netherlands,"2,355,232","+20,760","18,829 ",+44,"2,032,280","+3,319","304,123",401,"137,035","1,096","19,205,114","1,117,415","17,187,095 ",Europe,79131,"1,208",3,"17,695",,
22,Peru,"2,216,832",,"200,695 ",,N/A,N/A,N/A,908,"65,970","5,972","19,707,040","586,453","33,603,776 ",South America,151672,,,"8,793",,
23,Iraq,"2,071,689",+806,"23,580 ",+18,"2,028,741","+1,181","19,368",134,"49,965",569,"16,116,757","388,703","41,462,952 ",Asia,"201,7583",19,0.4,467,,
24,Thailand,"2,037,224","+6,524","20,197 ",+56,"1,925,643","+7,191","91,384","1,776","29,086",288,"14,913,135","212,919","70,041,225 ",Asia,"343,4685",93,0.8,"1,305",,
25,Czechia,"1,930,214","+22,479","31,709 ",+27,"1,733,498",+421,"165,007",661,"179,783","2,953","42,203,902","3,930,937","10,736,347 ",Europe,63390,"2,094",3,"15,369",,
26,Canada,"1,756,823","+2,448","29,431 ",+28,"1,703,904","+2,564","23,488",545,"45,993",770,"47,608,467","1,246,370","38,197,702 ",North America,"221,2981",64,0.7,615,,
27,Romania,"1,752,103","+3,535","54,011 ",+299,"1,606,820","+8,164","91,272","1,655","91,922","2,834","15,557,752","816,216","19,060,823 ",Europe,113531,185,16,"4,788",,
28,Chile,"1,732,576","+2,120","38,016 ",+11,"1,634,060","+1,311","60,500",603,"89,575","1,965","24,693,341","1,276,663","19,342,098 ",South America,115091,110,0.6,"3,128",,
29,Japan,"1,725,696",+154,"18,331 ",+4,"1,705,929",+263,"1,436",78,"13,702",146,"27,274,628","216,563","125,942,958 ",Asia,"736,8705",1,0.03,11,,
30,Bangladesh,"1,573,214",+266,"27,934 ",+6,"1,537,224",+257,"8,056","1,594","9,423",167,"10,653,924","63,816","166,947,810 ",Asia,"1065,97716",2,0.04,48,,
31,Belgium,"1,524,862","+12,388","26,444 ",+41,"1,256,562","+3,014","241,856",540,"130,787","2,268","23,112,268","1,982,339","11,659,087 ",Europe,84411,"1,063",4,"20,744",,
32,Israel,"1,338,813",+379,"8,154 ",+6,"1,325,448",+698,"5,211",138,"143,557",874,"30,745,560","3,296,757","9,326,000 ",Asia,"71,1440",41,0.6,559,,
33,Pakistan,"1,280,362",+270,"28,628 ",+10,"1,229,347",+499,"22,387","1,085","5,646",126,"21,484,466","94,733","226,789,374 ",Asia,"1777,92211",1,0.04,99,,
34,Serbia,"1,222,023","+3,600","11,007 ",+56,"1,126,869","+12,106","84,147",254,"140,642","1,267","6,621,039","762,013","8,688,874 ",Europe,77891,414,6,"9,684",,
35,Sweden,"1,186,387",,"15,075 ",,"1,148,509","+1,068","22,803",32,"116,473","1,480","13,485,270","1,323,905","10,185,977 ",Europe,96761,,,"2,239",,
36,Portugal,"1,112,682","+2,527","18,283 ",+9,"1,054,599",+990,"39,800",75,"109,562","1,800","20,477,076","2,016,305","10,155,742 ",Europe,95550,249,0.9,"3,919",,
37,Vietnam,"1,055,246","+9,849","23,337 ",+67,"874,870","+3,873","157,039","4,338","10,708",237,"64,994,812","659,550","98,544,216 ",Asia,"934,2232",100,0.7,"1,594",,
38,Austria,"996,320","+14,416","11,848 ",+41,"858,323","+7,397","126,149",486,"109,761","1,305","104,771,291","11,542,297","9,077,161 ",Europe,97660,"1,588",5,"13,897",,
39,Hungary,"976,432","+10,265","32,514 ",+178,"828,535","+1,298","115,383",565,"101,431","3,378","7,909,782","821,663","9,626,552 ",Europe,102961,"1,066",18,"11,986",,
