#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/,1M pop,,Population,Continent,1 Caseevery X ppl1 Deathevery X ppl1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
World,"251,268,186","+205,429","5,075,222","+4,200","227,492,034","+186,472","18,700,930","76,494","32,235",651.1,,,,All,,,,,,,
1,USA,"47,457,971","+4,021","776,389 ",+78,"37,496,364",,"9,185,218","11,187","142,248","2,327","712,985,282","2,137,068","333,627,770 ",North America,74300,12,0.2,"27,531",,
2,India,"34,376,298","+1,843","461,375 ",+28,"33,766,081","+2,844","148,842","8,944","24,584",330,"617,223,931","441,396","1,398,346,496 ",Asia,"413,0312",1,0.02,106,,
3,Brazil,"21,886,077",,"609,602 ",,"21,082,343",,"194,132","8,318","101,984","2,841","63,776,166","297,183","214,602,689 ",South America,103523,,,905,,
4,UK,"9,333,891",,"141,862 ",,"7,629,990",,"1,562,039","1,026","136,524","2,075","340,788,296","4,984,592","68,368,337 ",Europe,74820,,,"22,847",,
5,Russia,"8,873,655","+39,160","249,215 ","+1,211","7,619,596","+32,036","1,004,844","2,300","60,770","1,707","218,000,000","1,492,955","146,019,133 ",Europe,165861,268,8,"6,882",,
6,Turkey,"8,259,503",,"72,314 ",,"7,737,259",,"449,930","1,405","96,528",845,"99,834,300","1,166,754","85,565,826 ",Asia,"101,1831",,,"5,258",,
7,France,"7,219,681",,"117,965 ",,"6,978,078",,"123,638","1,049","110,276","1,802","151,204,954","2,309,569","65,468,919 ",Europe,95550,,,"1,888",,
8,Iran,"6,004,460","+8,305","127,551 ",+112,"5,629,596","+14,136","247,313","3,640","70,272","1,493","36,278,187","424,575","85,445,827 ",Asia,146702,97,1,"2,894",,
9,Argentina,"5,298,069",,"116,143 ",,"5,165,303",,"16,623",605,"115,788","2,538","25,417,193","555,488","45,756,485 ",South America,93942,,,363,,
10,Spain,"5,032,056",,"87,558 ",,"4,883,752",,"60,746",386,"107,570","1,872","66,213,858","1,415,453","46,779,282 ",Europe,95341,,,"1,299",,
11,Colombia,"5,016,959",,"127,571 ",,"4,860,315",,"29,073",342,"97,198","2,472","27,119,056","525,400","51,616,014 ",South America,104052,,,563,,
12,Italy,"4,812,594",,"132,423 ",,"4,581,396",,"98,775",415,"79,756","2,195","107,588,239","1,782,989","60,341,511 ",Europe,134561,,,"1,637",,
13,Germany,"4,808,963","+7,814","97,221 ",+54,"4,397,600","+17,600","314,142","2,616","57,150","1,155","77,993,513","926,879","84,146,358 ",Europe,178661,93,0.6,"3,733",,
14,Indonesia,"4,248,843",+434,"143,578 ",+21,"4,095,663",+585,"9,602",,"15,315",518,"48,838,420","176,037","277,433,436 ",Asia,"651,9326",2,0.08,35,,
15,Mexico,"3,827,596",+810,"289,811 ",+77,"3,193,068","+3,083","344,717","4,798","29,271","2,216","11,471,048","87,723","130,763,925 ",North America,3445111,6,0.6,"2,636",,
16,Poland,"3,125,179","+13,644","77,980 ",+220,"2,758,458","+5,133","288,741",914,"82,697","2,063","22,561,469","597,014","37,790,517 ",Europe,124852,361,6,"7,641",,
17,Ukraine,"3,107,489","+18,988","73,390 ",+833,"2,537,565","+16,609","496,534",177,"71,637","1,692","14,930,139","344,186","43,378,089 ",Europe,145913,438,19,"11,447",,
18,South Africa,"2,924,072",,"89,352 ",,"2,818,236",,"16,484",546,"48,477","1,481","18,740,830","310,694","60,319,266 ",Africa,216753,,,273,,
19,Philippines,"2,806,694","+1,409","44,567 ",+46,"2,731,583","+2,941","30,544","1,292","25,160",400,"23,259,723","208,510","111,552,004 ",Asia,"402,5035",13,0.4,274,,
20,Malaysia,"2,510,852",,"29,349 ",,"2,419,743",,"61,760",534,"76,256",891,"35,197,288","1,068,968","32,926,415 ",Asia,"131,1221",,,"1,876",,
21,Netherlands,"2,212,814",,"18,583 ",,"2,002,850",,"191,381",319,"128,756","1,081","18,498,260","1,076,346","17,186,165 ",Europe,89251,,,"11,136",,
22,Peru,"2,207,890",,"200,469 ",,N/A,N/A,N/A,896,"65,726","5,968","19,364,380","576,450","33,592,479 ",South America,151682,,,"8,536",,
23,Iraq,"2,065,127","+1,116","23,399 ",+27,"2,017,823","+1,524","23,905",166,"49,833",565,"15,977,538","385,552","41,440,703 ",Asia,"201,7713",27,0.7,577,,
24,Thailand,"1,982,495","+6,904","19,764 ",+61,"1,865,487","+8,024","97,244","1,997","28,306",282,"14,913,135","212,932","70,036,930 ",Asia,"353,5445",99,0.9,"1,388",,
25,Czechia,"1,828,440","+9,253","31,173 ",+22,"1,692,237",+221,"105,030",436,"170,311","2,904","41,343,459","3,850,969","10,735,860 ",Europe,63440,862,2,"9,783",,
26,Canada,"1,735,017",,"29,193 ",,"1,681,698",,"24,126",570,"45,432",764,"46,950,290","1,229,401","38,189,573 ",North America,"221,3081",,,632,,
27,Japan,"1,724,319",+107,"18,313 ",+3,"1,702,668",+233,"3,338",99,"13,690",145,"26,863,887","213,286","125,952,437 ",Asia,"736,8785",0.8,0.02,27,,
28,Romania,"1,718,726","+7,589","51,483 ",+462,"1,521,696","+13,920","145,547","1,850","90,156","2,701","15,211,195","797,903","19,063,962 ",Europe,113701,398,24,"7,635",,
29,Chile,"1,713,188","+1,746","37,883 ",+4,"1,624,554","+1,046","50,751",543,"88,591","1,959","24,122,101","1,247,389","19,338,068 ",South America,115101,90,0.2,"2,624",,
30,Bangladesh,"1,571,434",+206,"27,904 ",+3,"1,535,390",+356,"8,140","1,382","9,415",167,"10,507,942","62,957","166,907,494 ",Asia,"1065,98116",1,0.02,49,,
31,Belgium,"1,438,830","+8,418","26,200 ",+24,"1,230,086",,"182,544",391,"123,422","2,247","22,448,244","1,925,591","11,657,849 ",Europe,84451,722,2,"15,658",,
32,Israel,"1,335,051",+134,"8,124 ",,"1,320,552",+145,"6,375",161,"143,154",871,"30,154,930","3,233,426","9,326,000 ",Asia,"71,1480",14,,684,,
33,Pakistan,"1,277,560",+400,"28,558 ",+11,"1,226,157",+277,"22,845","1,206","5,636",126,"21,185,396","93,458","226,683,729 ",Asia,"1777,93811",2,0.05,101,,
34,Serbia,"1,192,476","+5,103","10,534 ",+62,"1,075,256","+7,629","106,686",277,"137,228","1,212","6,492,623","747,160","8,689,735 ",Europe,78251,587,7,"12,277",,
35,Sweden,"1,179,192",,"15,032 ",,"1,143,414",+25,"20,746",34,"115,784","1,476","13,398,797","1,315,616","10,184,431 ",Europe,96781,,,"2,037",,
36,Portugal,"1,099,307","+1,182","18,217 ",+8,"1,047,347","+1,283","33,743",60,"108,237","1,794","20,122,662","1,981,265","10,156,470 ",Europe,95581,116,0.8,"3,322",,
37,Vietnam,"984,805","+8,133","22,686 ",+88,"842,800","+1,325","119,319","3,350","9,996",230,"62,739,785","636,805","98,522,701 ",Asia,"1004,3432",83,0.9,"1,211",,
38,Cuba,"956,452",,"8,265 ",,"945,444",,"2,743",74,"84,513",730,"10,687,109","944,319","11,317,261 ",North America,"121,3691",,,242,,
39,Kazakhstan,"950,539",+909,"12,291 ",+32,"903,834","+1,991","34,414",528,"49,818",644,"11,575,012","606,648","19,080,262 ",Asia,"201,5522",48,2,"1,804",,
40,Morocco,"947,451",,"14,721 ",,"928,930",,"3,800",347,"25,264",393,"10,192,122","271,776","37,501,870 ",Africa,"402,5484",,,101,,
41,Hungary,"914,586","+4,588","31,521 ",+123,"811,266","+1,252","71,799",452,"95,001","3,274","7,647,898","794,409","9,627,153 ",Europe,113051,477,13,"7,458",,
42,Austria,"899,777","+7,712","11,554 ",+39,"808,984","+4,981","79,239",403,"99,139","1,273","101,090,403","11,138,334","9,075,900 ",Europe,107860,850,4,"8,731",,
43,Switzerland,"887,446",,"11,290 ",,"835,095",,"41,061",99,"101,536","1,292","11,834,947","1,354,080","8,740,210 ",Europe,107741,,,"4,698",,
44,Jordan,"880,943","+2,577","11,156 ",+11,"843,602","+1,735","26,185",630,"85,197","1,079","11,280,788","1,090,978","10,340,068 ",Asia,129271,249,1,"2,532",,
45,Nepal,"815,372",+443,"11,454 ",+1,"796,306",+484,"7,612",,"27,321",384,"4,469,138","149,747","29,844,549 ",Asia,"372,6067",15,0.03,255,,
46,Greece,"792,239",,"16,361 ",,"711,915",,"63,963",477,"76,514","1,580","27,895,663","2,694,156","10,354,139 ",Europe,136330,,,"6,178",,
47,Georgia,"761,067","+6,021","10,584 ",+75,"696,921","+3,792","53,562",,"191,280","2,660","10,627,282","2,670,974","3,978,804 ",Asia,53760,"1,513",19,"13,462",,
48,UAE,"740,572",+72,"2,142 ",,"735,074",+90,"3,356",,"73,675",213,"95,666,542","9,517,252","10,051,908 ",Asia,"144,6930",7,,334,,
49,Tunisia,"713,352",,"25,281 ",,"687,018",,"1,053",58,"59,516","2,109","3,099,694","258,614","11,985,792 ",Africa,174744,,,88,,
50,Lebanon,"646,869",,"8,551 ",,"621,010",,"17,308",200,"95,351","1,260","4,780,275","704,632","6,784,073 ",Asia,107931,,,"2,551",,
51,Bulgaria,"638,048",,"25,408  ",,"498,339",,"114,301",723,"92,771","3,694","5,897,181","857,444","6,877,632 ",Europe,112711,,,"16,619",,
52,Belarus,"617,719","+1,905","4,773 ",+13,"593,702","+1,916","19,244",,"65,401",505,"9,874,866","1,045,500","9,445,117 ",Europe,"151,9791",202,1,"2,037",,
53,Guatemala,"605,749",,"15,474 ",,"586,849",,"3,426",5,"32,987",843,"2,956,880","161,023","18,363,105 ",North America,"301,1876",,,187,,
54,Costa Rica,"562,966",,"7,164 ",,"518,156",,"37,646",198,"109,165","1,389","2,575,363","499,391","5,157,009 ",North America,97202,,,"7,300",,
55,Azerbaijan,"550,446","+1,855","7,320 ",+27,"511,400","+2,199","31,726",,"53,635",713,"5,301,252","516,553","10,262,737 ",Asia,"191,4022",181,3,"3,091",,
56,Saudi Arabia,"549,022",+49,"8,806 ",+1,"537,990",+57,"2,226",49,"15,445",248,"30,558,607","859,684","35,546,321 ",Asia,"654,0371",1,0.03,63,,
57,Sri Lanka,"546,473",+538,"13,892 ",+17,"522,184","+6,689","10,397",,"25,376",645,"5,500,800","255,439","21,534,697 ",Asia,"391,5504",25,0.8,483,,
58,Slovakia,"526,608","+4,958","13,314 ",+45,"447,012","+2,810","66,282",443,"96,392","2,437","4,105,976","751,567","5,463,220 ",Europe,104101,908,8,"12,132",,
59,Ecuador,"519,386",,"32,989 ",,"443,880",,"42,517",759,"28,847","1,832","1,917,796","106,515","18,005,001 ",South America,355469,,,"2,361",,
60,Bolivia,"518,870",+604,"18,970 ",+3,"479,987",+566,"19,913",220,"43,646","1,596","2,563,530","215,637","11,888,185 ",South America,236275,51,0.3,"1,675",,
61,Myanmar,"507,815",,"18,839 ",,"479,422",,"9,554",,"9,249",343,"5,057,292","92,113","54,903,076 ",Asia,"1082,91411",,,174,,
62,Croatia,"507,535","+4,966","9,605 ",+59,"467,549","+3,791","30,381",253,"124,671","2,359","3,197,585","785,455","4,070,996 ",Europe,84241,"1,220",14,"7,463",,
63,Panama,"473,522",,"7,335 ",,"464,546",,"1,641",49,"107,459","1,665","4,106,286","931,865","4,406,524 ",North America,96011,,,372,,
64,Ireland,"472,547",,"5,492 ",,"397,665","+1,384","69,390",78,"94,277","1,096","8,351,591","1,666,206","5,012,341 ",Europe,119131,,,"13,844",,
65,Paraguay,"461,413",,"16,266 ",,"444,749",,398,39,"63,635","2,243","1,910,104","263,428","7,250,948 ",South America,164464,,,55,,
66,Lithuania,"430,855","+2,300","6,175 ",+27,"386,866","+5,675","37,814",230,"161,318","2,312","5,744,815","2,150,933","2,670,848 ",Europe,64330,861,10,"14,158",,
67,Palestine,"425,830",+237,"4,465 ",+2,"417,606",+318,"3,759",48,"80,934",849,"2,664,885","506,492","5,261,453 ",Asia,"121,1782",45,0.4,714,,
68,Venezuela,"414,220",,"4,976 ",,"399,768",,"9,476",681,"14,623",176,"3,359,014","118,580","28,326,896 ",South America,"685,6938",,,335,,
69,Kuwait,"412,869",,"2,462 ",,"410,110",,297,7,"94,784",565,"4,964,504","1,139,719","4,355,902 ",Asia,"111,7691",,,68,,
70,Denmark,"407,417","+2,562","2,742 ",+2,"376,978","+1,614","27,697",39,"70,005",471,"87,461,456","15,028,271","5,819,795 ",Europe,"142,1220",440,0.3,"4,759",,
71,Uruguay,"395,410",,"6,088 ",,"387,133",,"2,189",25,"113,298","1,744","3,906,401","1,119,308","3,490,015 ",South America,95731,,,627,,
72,Dominican Republic,"389,090",,"4,153 ",,"380,119",,"4,818",250,"35,388",378,"2,272,987","206,730","10,994,971 ",North America,"282,6475",,,438,,
73,S. Korea,"383,407","+1,713","2,998 ",+18,"350,658","+2,859","29,751",425,"7,470",58,"15,804,065","307,898","51,328,886 ",Asia,"13417,1213",33,0.4,580,,
74,Honduras,"376,595",+129,"10,313 ",+4,"116,408",+299,"249,874",95,"37,222","1,019","1,101,588","108,880","10,117,411 ",North America,279819,13,0.4,"24,697",,
75,Mongolia,"368,353",+941,"1,829 ",+12,"313,256",,"53,268",192,"109,969",546,"4,030,048","1,203,141","3,349,605 ",Asia,"91,8311",281,4,"15,903",,
76,Ethiopia,"367,369",,"6,551 ",,"343,431",,"17,387",388,"3,092",55,"3,743,740","31,511","118,805,766 ",Africa,"32318,13632",,,146,,
77,Libya,"362,318",+609,"5,226 ",+8,"309,980","+1,672","47,112",,"51,778",747,"1,827,160","261,114","6,997,553 ",Africa,"191,3394",87,1,"6,733",,
78,Slovenia,"360,614","+3,344","4,855 ",+12,"318,068","+2,284","37,691",126,"173,428","2,335","1,790,938","861,307","2,079,325 ",Europe,64281,"1,608",6,"18,127",,
79,Moldova,"347,105",,"8,144 ",,"325,991",,"12,970",284,"86,317","2,025","2,079,702","517,175","4,021,274 ",Europe,124942,,,"3,225",,
80,Egypt,"338,414",,"19,130 ",,"283,747",,"35,537",90,"3,225",182,"3,693,367","35,195","104,940,742 ",Africa,"3105,48628",,,339,,
