#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/,1M pop,,Population,Continent,1 Caseevery X ppl1 Deathevery X ppl1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
World,"257,703,368","+287,777","5,166,970","+3,515","232,659,984","+286,968","19,876,414","79,808","33,061",662.9,,,,All,,,,,,,
1,USA,"48,559,955","+1,726","793,549 ",+10,"38,438,671",+819,"9,327,735","11,817","145,524","2,378","739,336,772","2,215,631","333,691,290 ",North America,74210,5,0.03,"27,953",,
2,India,"34,510,413",,"465,662 ",,"33,922,037","+12,329","122,714","8,944","24,672",333,"631,649,378","451,568","1,398,790,980 ",Asia,"413,0042",,,88,,
3,Brazil,"22,012,150",,"612,625 ",,"21,217,739",,"181,786","8,318","102,548","2,854","63,776,166","297,114","214,652,153 ",South America,103503,,,847,,
4,UK,"9,845,492","+40,004","143,927 ",+61,"8,087,993","+37,527","1,613,572",923,"143,982","2,105","351,529,646","5,140,825","68,380,005 ",Europe,74750,585,0.9,"23,597",,
5,Russia,"9,331,158","+36,970","264,095 ","+1,252","8,024,930","+32,504","1,042,133","2,300","63,903","1,809","220,600,000","1,510,740","146,021,178 ",Europe,165531,253,9,"7,137",,
6,Turkey,"8,571,554","+21,177","75,042 ",+195,"8,091,947","+34,290","404,565","1,405","100,140",877,"104,438,985","1,220,145","85,595,565 ",Asia,"101,1411",247,2,"4,726",,
7,France,"7,395,222",,"118,446 ",,"7,048,431",,"228,345","1,049","112,950","1,809","151,204,954","2,309,402","65,473,641 ",Europe,95530,,,"3,488",,
8,Iran,"6,077,438","+4,340","128,956 ",+104,"5,783,425","+12,062","165,057","3,409","71,097","1,509","37,359,561","437,051","85,481,074 ",Asia,146632,51,1,"1,931",,
9,Germany,"5,350,837","+9,505","99,566 ",+13,"4,626,300","+16,000","624,971","2,828","63,583","1,183","81,975,529","974,100","84,155,119 ",Europe,168451,113,0.2,"7,426",,
10,Argentina,"5,314,702",,"116,374 ",,"5,180,054",,"18,274",572,"116,117","2,543","25,886,510","565,577","45,770,069 ",South America,93932,,,399,,
11,Spain,"5,080,663",,"87,810 ",,"4,901,074",,"91,779",458,"108,608","1,877","66,213,858","1,415,435","46,779,874 ",Europe,95331,,,"1,962",,
12,Colombia,"5,045,412",,"128,054 ",,"4,886,428",,"30,930",342,"97,715","2,480","27,649,581","535,494","51,633,785 ",South America,104032,,,599,,
13,Italy,"4,925,688","+9,709","133,177 ",+46,"4,643,751","+4,302","148,760",520,"81,634","2,207","114,499,740","1,897,620","60,338,607 ",Europe,124531,161,0.8,"2,465",,
14,Indonesia,"4,253,412",+314,"143,739 ",+11,"4,101,547",+331,"8,126",,"15,326",518,"52,018,776","187,436","277,528,209 ",Asia,"651,9315",1,0.04,29,,
15,Mexico,"3,862,137","+3,306","292,372 ",+227,"3,222,379","+2,563","347,386","4,798","29,525","2,235","11,699,385","89,439","130,808,311 ",North America,3444711,25,2,"2,656",,
16,Poland,"3,345,388","+18,883","80,822 ",+41,"2,887,847","+11,805","376,719","1,487","88,528","2,139","23,581,674","624,033","37,789,163 ",Europe,114682,500,1,"9,969",,
17,Ukraine,"3,332,943","+10,635","81,272 ",+377,"2,762,950","+14,450","488,721",177,"76,850","1,874","15,542,112","358,365","43,369,519 ",Europe,135343,245,9,"11,269",,
18,South Africa,"2,929,175",,"89,572 ",,"2,820,994",,"18,609",546,"48,541","1,484","19,092,934","316,403","60,343,781 ",Africa,216743,,,308,,
19,Philippines,"2,826,410","+2,227","47,074 ",+175,"2,758,235","+3,152","21,101","1,247","25,326",422,"23,886,151","214,034","111,599,829 ",Asia,"392,3715",20,2,189,,
20,Malaysia,"2,586,601","+4,854","30,002 ",+24,"2,487,809","+5,525","68,790",541,"78,525",911,"36,706,353","1,114,339","32,940,011 ",Asia,"131,0981",147,0.7,"2,088",,
21,Netherlands,"2,442,286","+20,643","18,966 ",+11,"2,051,642","+5,813","371,678",466,"142,097","1,103","19,205,114","1,117,395","17,187,405 ",Europe,79061,"1,201",0.6,"21,625",,
22,Peru,"2,222,879",,"200,833 ",,N/A,N/A,N/A,897,"66,142","5,976","19,894,374","591,962","33,607,542 ",South America,151672,,,"8,968",,
23,Iraq,"2,074,419",+584,"23,665 ",+23,"2,033,015",+705,"17,739",120,"50,022",571,"16,178,153","390,114","41,470,368 ",Asia,"201,7523",14,0.6,428,,
24,Thailand,"2,064,581","+7,006","20,385 ",+29,"1,956,923","+7,591","87,273","1,776","29,476",291,"14,913,135","212,915","70,042,656 ",Asia,"343,4365",100,0.4,"1,246",,
25,Czechia,"1,995,291","+14,402","32,079 ",+35,"1,760,057",+183,"203,155",713,"185,842","2,988","42,676,828","3,974,926","10,736,510 ",Europe,53350,"1,341",3,"18,922",,
26,Canada,"1,764,305",,"29,491 ",,"1,709,893",,"24,921",501,"46,185",772,"47,772,982","1,250,588","38,200,411 ",North America,"221,2951",,,652,,
27,Romania,"1,762,701","+1,936","54,959 ",+105,"1,639,344","+7,199","68,398","1,573","92,483","2,884","15,710,860","824,294","19,059,777 ",Europe,113471,102,6,"3,589",,
28,Chile,"1,743,137","+2,641","38,117 ",+23,"1,639,929","+1,989","65,091",657,"90,115","1,971","25,015,676","1,293,238","19,343,442 ",South America,115071,137,1,"3,365",,
29,Japan,"1,726,333",+112,"18,347 ",+5,"1,706,734",+177,"1,252",62,"13,708",146,"27,484,507","218,235","125,939,799 ",Asia,"736,8645",0.9,0.04,10,,
30,Belgium,"1,581,500",,"26,568 ",,"1,266,361",,"288,571",577,"135,640","2,279","23,489,377","2,014,613","11,659,499 ",Europe,74390,,,"24,750",,
