#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/,1M pop,,Population,Continent,1 Caseevery X ppl1 Deathevery X ppl1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
World,"244,087,529","+372,175","4,958,943","+5,885","221,156,539","+314,463","17,972,047","76,085","31,314",636.2,,,,All,,,,,,,
1,USA,"46,294,210","+28,824","756,205 ",+484,"36,033,886","+33,065","9,504,119","13,817","138,795","2,267","679,580,921","2,037,461","333,543,077 ",North America,74410,86,1,"28,494",,
2,India,"34,174,843","+16,071","454,301 ",+559,"33,540,950","+16,500","179,592","8,944","24,450",325,"598,431,162","428,138","1,397,753,851 ",Asia,"413,0772",11,0.4,128,,
3,Brazil,"21,723,559","+11,716","605,569 ",+358,"20,895,886","+10,402","222,104","8,318","101,258","2,823","63,776,166","297,274","214,536,737 ",South America,103543,55,2,"1,035",,
4,UK,"8,734,934","+44,985","139,461 ",+135,"7,116,179","+30,083","1,479,294",892,"127,792","2,040","324,387,705","4,745,787","68,352,779 ",Europe,84900,658,2,"21,642",,
5,Russia,"8,205,983","+37,678","229,528 ","+1,075","7,143,137","+26,077","833,318","2,300","56,199","1,572","202,100,000","1,384,091","146,016,407 ",Europe,186361,258,7,"5,707",,
6,Turkey,"7,827,013","+26,217","68,917 ",+217,"7,259,585","+27,663","498,511",633,"91,516",806,"94,164,942","1,101,007","85,526,175 ",Asia,"111,2411",307,3,"5,829",,
7,France,"7,120,863","+6,291","117,463 ",+23,"6,909,619","+3,715","93,781","1,049","108,778","1,794","151,204,954","2,309,791","65,462,623 ",Europe,95570,96,0.4,"1,433",,
8,Iran,"5,851,670","+7,081","125,052 ",+124,"5,402,865","+14,369","323,753","4,346","68,522","1,464","32,619,228","381,963","85,398,830 ",Asia,156833,83,1,"3,791",,
9,Argentina,"5,279,818",+908,"115,823 ",+4,"5,145,609","+1,245","18,386",737,"115,435","2,532","24,781,146","541,802","45,738,373 ",South America,93952,20,0.09,402,,
10,Spain,"4,997,732",,"87,132 ",,"4,848,432",,"62,168",435,"106,838","1,863","66,213,858","1,415,477","46,778,493 ",Europe,95371,,,"1,329",,
11,Colombia,"4,989,681","+1,660","127,032 ",+38,"4,833,552","+1,503","29,097",342,"96,714","2,462","26,494,409","513,534","51,592,319 ",South America,104062,32,0.7,564,,
12,Italy,"4,737,462","+3,908","131,802 ",+39,"4,531,644","+3,579","74,016",338,"78,506","2,184","100,645,374","1,667,822","60,345,382 ",Europe,134581,65,0.6,"1,227",,
