#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/,1M pop,,Population,Continent,1 Caseevery X ppl1 Deathevery X ppl1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
World,"255,732,876","+37,860","5,138,966",+519,"231,148,033","+52,361","19,445,877","78,687","32,808",659.3,,,,All,,,,,,,
1,USA,"48,287,925",,"787,984 ",,"38,260,784",,"9,239,157","11,556","144,715","2,362","727,036,816","2,178,874","333,675,410 ",North America,74230,,,"27,689",,
2,India,"34,478,517",,"464,623 ",,"33,885,132","+11,242","128,762","8,944","24,651",332,"627,016,336","448,292","1,398,679,859 ",Asia,"413,0102",,,92,,
3,Brazil,"21,977,661",,"611,898 ",,"21,194,900",,"170,863","8,318","102,393","2,851","63,776,166","297,131","214,639,787 ",South America,103513,,,796,,
4,UK,"9,675,058",,"143,360 ",,"7,943,987",,"1,587,711",938,"141,496","2,097","349,236,596","5,107,509","68,377,088 ",Europe,74770,,,"23,220",,
5,Russia,"9,182,538",,"259,084 ",,"7,882,836",,"1,040,618","2,300","62,885","1,774","218,300,000","1,494,994","146,020,667 ",Europe,165641,,,"7,127",,
6,Turkey,"8,480,986",,"74,202 ",,"7,970,207",,"436,577","1,405","99,091",867,"103,022,701","1,203,703","85,588,130 ",Asia,"101,1531",,,"5,101",,
7,France,"7,330,958",,"118,321 ",,"7,028,434",,"184,203","1,049","111,970","1,807","151,204,954","2,309,444","65,472,460 ",Europe,95530,,,"2,813",,
8,Iran,"6,057,893",,"128,531 ",,"5,734,181",,"195,181","3,463","70,876","1,504","37,359,561","437,096","85,472,262 ",Asia,146652,,,"2,284",,
9,Argentina,"5,310,334",,"116,313 ",,"5,175,526",,"18,495",572,"116,031","2,541","25,759,848","562,852","45,766,673 ",South America,93932,,,404,,
10,Germany,"5,169,657",,"98,908 ",,"4,564,200","+23,300","506,549","2,828","61,432","1,175","80,348,721","954,794","84,152,929 ",Europe,168511,,,"6,019",,
11,Spain,"5,067,712",,"87,775 ",,"4,898,138",,"81,799",447,"108,331","1,876","66,213,858","1,415,439","46,779,726 ",Europe,95331,,,"1,749",,
12,Colombia,"5,038,544",,"127,912 ",,"4,879,456",,"31,176",342,"97,591","2,478","27,510,452","532,845","51,629,343 ",South America,104042,,,604,,
13,Italy,"4,883,242",,"132,965 ",,"4,623,192",,"127,085",486,"80,930","2,204","112,273,557","1,860,703","60,339,333 ",Europe,124541,,,"2,106",,
14,Indonesia,"4,251,945",,"143,698 ",,"4,099,857",,"8,390",,"15,322",518,"50,940,689","183,567","277,504,516 ",Asia,"651,9315",,,30,,
15,Mexico,"3,851,079","+3,836","291,573 ",+332,"3,214,630","+2,644","344,876","4,798","29,443","2,229","11,630,275","88,918","130,797,215 ",North America,3444911,29,3,"2,637",,
16,Ukraine,"3,263,417",,"78,754 ",,"2,684,584",,"500,079",177,"75,243","1,816","15,348,780","353,890","43,371,662 ",Europe,135513,,,"11,530",,
17,Poland,"3,254,875",,"79,624 ",,"2,831,903",,"343,348","1,326","86,132","2,107","23,292,952","616,387","37,789,502 ",Europe,124752,,,"9,086",,
18,South Africa,"2,926,914",,"89,515 ",,"2,820,514",,"16,885",546,"48,509","1,484","18,998,133","314,864","60,337,652 ",Africa,216743,,,280,,
19,Philippines,"2,820,494",,"46,117 ",,"2,750,531",,"23,846","1,247","25,276",413,"23,718,039","212,550","111,587,873 ",Asia,"402,4205",,,214,,
20,Malaysia,"2,563,153",,"29,837 ",,"2,466,523",,"66,793",536,"77,821",906,"36,183,003","1,098,565","32,936,612 ",Asia,"131,1041",,,"2,028",,
21,Netherlands,"2,355,232",,"18,829 ",,"2,032,236",,"304,167",401,"137,035","1,096","19,205,114","1,117,415","17,187,095 ",Europe,79131,,,"17,697",,
22,Peru,"2,218,202",,"200,741 ",,N/A,N/A,N/A,898,"66,010","5,974","19,752,740","587,813","33,603,776 ",South America,151672,,,"8,832",,
23,Iraq,"2,071,689",,"23,580 ",,"2,028,741",,"19,368",134,"49,965",569,"16,116,757","388,703","41,462,952 ",Asia,"201,7583",,,467,,
24,Thailand,"2,044,125","+6,901","20,252 ",+55,"1,933,199","+7,556","90,674","1,776","29,185",289,"14,913,135","212,919","70,041,225 ",Asia,"343,4585",99,0.8,"1,295",,
25,Czechia,"1,930,214",,"31,709 ",,"1,733,498",,"165,007",661,"179,783","2,953","42,203,902","3,930,937","10,736,347 ",Europe,63390,,,"15,369",,
26,Canada,"1,756,823",,"29,431 ",,"1,703,904",,"23,488",501,"45,993",770,"47,678,781","1,248,211","38,197,702 ",North America,"221,2981",,,615,,
27,Romania,"1,752,103",,"54,011 ",,"1,606,820",,"91,272","1,655","91,922","2,834","15,557,752","816,216","19,060,823 ",Europe,113531,,,"4,788",,
28,Chile,"1,732,576",,"38,016 ",,"1,634,049",,"60,511",603,"89,575","1,965","24,693,341","1,276,663","19,342,098 ",South America,115091,,,"3,128",,
29,Japan,"1,725,696",,"18,331 ",,"1,705,929",,"1,436",78,"13,702",146,"27,274,628","216,563","125,942,958 ",Asia,"736,8705",,,11,,
30,Bangladesh,"1,573,214",,"27,934 ",,"1,537,224",,"8,056","1,594","9,423",167,"10,653,924","63,816","166,947,810 ",Asia,"1065,97716",,,48,,
31,Belgium,"1,543,299","+18,437","26,484 ",+40,"1,259,068","+2,506","257,747",557,"132,369","2,272","23,233,406","1,992,729","11,659,087 ",Europe,84401,"1,581",3,"22,107",,
32,Israel,"1,338,813",,"8,154 ",,"1,325,448",,"5,211",138,"143,557",874,"30,745,560","3,296,757","9,326,000 ",Asia,"71,1440",,,559,,
33,Pakistan,"1,280,822",+460,"28,638 ",+10,"1,229,683",+336,"22,501","1,044","5,648",126,"21,525,597","94,914","226,789,374 ",Asia,"1777,91911",2,0.04,99,,
34,Serbia,"1,222,023",,"11,007 ",,"1,126,869",,"84,147",254,"140,642","1,267","6,621,039","762,013","8,688,874 ",Europe,77891,,,"9,684",,
35,Sweden,"1,186,387",,"15,075 ",,"1,148,509",,"22,803",32,"116,473","1,480","13,485,270","1,323,905","10,185,977 ",Europe,96761,,,"2,239",,
36,Portugal,"1,112,682",,"18,283 ",,"1,054,599",,"39,800",75,"109,562","1,800","20,477,076","2,016,305","10,155,742 ",Europe,95550,,,"3,919",,
37,Vietnam,"1,055,246",,"23,337 ",,"874,870",,"157,039","4,338","10,708",237,"64,994,812","659,550","98,544,216 ",Asia,"934,2232",,,"1,594",,
38,Austria,"996,320",,"11,848 ",,"858,323",,"126,149",486,"109,761","1,305","104,771,291","11,542,297","9,077,161 ",Europe,97660,,,"13,897",,
39,Hungary,"976,432",,"32,514 ",,"828,535",,"115,383",565,"101,431","3,378","7,909,782","821,663","9,626,552 ",Europe,102961,,,"11,986",,
40,Kazakhstan,"960,609","+1,083","12,474 ",,"921,199","+2,029","26,936",528,"50,331",654,"11,575,012","606,473","19,085,784 ",Asia,"201,5302",57,,"1,411",,
