#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/,1M pop,,Population,Continent,1 Caseevery X ppl1 Deathevery X ppl1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
World,"264,397,191","+668,876","5,248,979","+6,981","238,439,326","+420,905","20,708,886","86,967","33,920",673.4,,,,All,,,,,,,
1,USA,"49,693,239","+118,888","806,301 ","+1,170","39,371,932","+53,369","9,515,006","13,458","148,891","2,416","757,051,134","2,268,285","333,754,810 ",North America,74140,356,4,"28,509",,
2,India,"34,609,741","+3,200","469,724 ",,"34,037,054","+8,548","102,963","8,944","24,735",336,"643,510,926","459,902","1,399,235,464 ",Asia,"402,9792",2,,74,,
3,Brazil,"22,118,782","+12,910","615,225 ",+205,"21,351,505","+12,387","152,052","8,318","103,021","2,865","63,776,166","297,046","214,701,617 ",South America,103493,60,1.0,708,,
4,UK,"10,329,074","+53,945","145,281 ",+141,"9,126,128","+30,145","1,057,665",931,"151,028","2,124","364,875,273","5,335,083","68,391,673 ",Europe,74710,789,2,"15,465",,
5,Russia,"9,703,107","+33,389","277,640 ","+1,221","8,400,117","+35,185","1,025,350","2,300","66,449","1,901","226,100,000","1,548,384","146,023,223 ",Europe,155261,229,8,"7,022",,
6,Turkey,"8,839,891","+21,747","77,230 ",+192,"8,372,778","+22,284","389,883","1,405","103,239",902,"108,390,557","1,265,871","85,625,303 ",Asia,"101,1091",254,2,"4,553",,
7,France,"7,773,530","+48,416","119,330 ",+103,"7,141,276","+3,764","512,924","1,934","118,719","1,822","162,981,031","2,489,082","65,478,363 ",Europe,85490,739,2,"7,833",,
8,Iran,"6,125,596","+3,839","129,988 ",+76,"5,901,532","+8,958","94,076","3,839","71,631","1,520","38,439,240","449,496","85,516,321 ",Asia,146582,45,0.9,"1,100",,
9,Germany,"6,026,796","+73,486","102,909 ",+357,"4,979,700","+42,100","944,187","4,636","71,608","1,223","83,816,414","995,872","84,163,880 ",Europe,148181,873,4,"11,218",,
10,Argentina,"5,335,310","+2,681","116,617 ",+20,"5,196,096","+1,316","22,597",617,"116,533","2,547","26,305,365","574,558","45,783,654 ",South America,93932,59,0.4,494,,
11,Spain,"5,189,220","+14,500","88,122 ",+42,"4,925,978","+1,427","175,120",772,"110,927","1,884","66,213,858","1,415,417","46,780,466 ",Europe,95311,310,0.9,"3,743",,
12,Colombia,"5,074,079","+2,262","128,643 ",+57,"4,913,921","+2,328","31,515",342,"98,237","2,491","28,207,446","546,110","51,651,557 ",South America,104022,44,1,610,,
13,Italy,"5,060,430","+16,806","134,003 ",+72,"4,717,556","+7,650","208,871",698,"83,871","2,221","120,584,972","1,998,567","60,335,704 ",Europe,124501,279,1,"3,462",,
14,Indonesia,"4,256,998",+311,"143,850 ",+10,"4,105,352",+388,"7,796",,"15,334",518,"55,038,077","198,248","277,622,982 ",Asia,"651,9305",1,0.04,28,,
15,Mexico,"3,891,218","+3,345","294,428 ",+182,"3,248,012","+2,793","348,778","4,798","29,737","2,250","11,883,217","90,814","130,852,697 ",North America,3444411,26,1,"2,665",,
16,Poland,"3,596,491","+27,356","84,656 ",+502,"3,066,218","+17,690","445,617","1,862","95,176","2,240","24,547,160","649,605","37,787,809 ",Europe,114462,724,13,"11,793",,
17,Ukraine,"3,463,872","+13,531","87,057 ",+525,"2,995,727","+23,535","381,088",177,"79,885","2,008","15,962,709","368,136","43,360,950 ",Europe,134983,312,12,"8,789",,
18,South Africa,"2,988,148","+11,535","89,915 ",+44,"2,850,905",+763,"47,328",546,"49,499","1,489","19,580,433","324,350","60,368,296 ",Africa,206713,191,0.7,784,,
19,Philippines,"2,833,473",+564,"48,752 ",+40,"2,769,533",+694,"15,188","1,023","25,379",437,"24,238,501","217,098","111,647,653 ",Asia,"392,2905",5,0.4,136,,
20,Netherlands,"2,684,734","+23,043","19,524 ",+65,"2,128,014","+7,682","537,196",609,"156,192","1,136","19,205,114","1,117,314","17,188,644 ",Europe,68801,"1,341",4,"31,253",,
21,Malaysia,"2,644,027","+5,806","30,521 ",+47,"2,551,253","+7,246","62,253",511,"80,235",926,"38,028,329","1,153,996","32,953,607 ",Asia,"121,0801",176,1,"1,889",,
22,Peru,"2,236,351",,"201,176 ",,N/A,N/A,N/A,971,"66,513","5,983","20,314,089","604,180","33,622,605 ",South America,151672,,,"9,354",,
23,Czechia,"2,193,289","+21,126","33,317 ",+67,"1,866,997",+380,"292,975","1,064","204,271","3,103","43,942,413","4,092,555","10,737,159 ",Europe,53220,"1,968",6,"27,286",,
24,Thailand,"2,125,729","+4,971","20,845 ",+33,"2,031,156","+5,402","73,728","1,369","30,347",298,"14,913,135","212,898","70,048,383 ",Asia,"333,3605",71,0.5,"1,053",,
25,Iraq,"2,082,774",+713,"23,859 ",+15,"2,047,266","+1,042","11,649",107,"50,187",575,"16,384,117","394,798","41,500,033 ",Asia,"201,7393",17,0.4,281,,
26,Canada,"1,797,771","+2,142","29,723 ",+9,"1,741,417","+1,518","26,631",497,"47,048",778,"48,895,595","1,279,613","38,211,249 ",North America,"211,2861",56,0.2,697,,
27,Belgium,"1,786,444","+20,409","27,072 ",+57,"1,345,928","+5,012","413,444",780,"153,196","2,322","24,849,495","2,130,965","11,661,149 ",Europe,74310,"1,750",5,"35,455",,
28,Romania,"1,781,957","+1,149","56,684 ",+58,"1,691,356","+2,172","33,917","1,076","93,514","2,975","16,057,174","842,649","19,055,592 ",Europe,113361,60,3,"1,780",,
29,Chile,"1,766,493","+2,219","38,403 ",+47,"1,659,771","+1,331","68,319",706,"91,297","1,985","25,724,028","1,329,488","19,348,816 ",South America,115041,115,2,"3,531",,
30,Japan,"1,727,430",+126,"18,362 ",+2,"1,708,219",+140,849,38,"13,718",146,"27,983,144","222,217","125,927,160 ",Asia,"736,8585",1,0.02,7,,
31,Bangladesh,"1,576,827",+261,"27,986 ",+3,"1,541,661",+313,"7,180","1,382","9,441",168,"10,928,659","65,435","167,015,002 ",Asia,"1065,96815",2,0.02,43,,
32,Israel,"1,344,668",+565,"8,199 ",,"1,331,063",+697,"5,406",115,"144,185",879,"31,188,024","3,344,202","9,326,000 ",Asia,"71,1370",61,,580,,
33,Pakistan,"1,285,631",+377,"28,745 ",+8,"1,242,718",+364,"14,168",904,"5,664",127,"22,072,293","97,250","226,965,448 ",Asia,"1777,89610",2,0.04,62,,
34,Vietnam,"1,266,288","+13,698","25,658 ",+210,"1,005,310","+13,258","235,320","6,600","12,845",260,"68,989,197","699,829","98,580,073 ",Asia,"783,8421",139,2,"2,387",,
35,Serbia,"1,259,005","+1,980","11,792 ",+48,"1,199,419","+2,724","47,794",177,"144,922","1,357","6,845,489","787,976","8,687,438 ",Europe,77371,228,6,"5,502",,
36,Sweden,"1,209,935",,"15,130 ",,"1,160,273","+1,150","34,532",43,"118,754","1,485","13,708,481","1,345,479","10,188,553 ",Europe,86731,,,"3,389",,
37,Austria,"1,179,244","+8,882","12,625 ",+72,"1,036,553","+13,892","130,066",637,"129,883","1,391","111,537,645","12,284,879","9,079,263 ",Europe,87190,978,8,"14,326",,
38,Portugal,"1,154,817","+2,898","18,471 ",+13,"1,078,708","+1,025","57,638",128,"113,724","1,819","21,283,107","2,095,923","10,154,529 ",Europe,95500,285,1,"5,676",,
39,Hungary,"1,124,726","+10,466","34,931 ",+218,"902,000","+10,309","187,795",550,"116,848","3,629","8,516,699","884,801","9,625,551 ",Europe,92761,"1,087",23,"19,510",,
40,Switzerland,"1,029,804","+4,798","11,574 ",+3,"864,890","+2,320","153,340",218,"117,768","1,324","12,532,330","1,433,191","8,744,354 ",Europe,87561,549,0.3,"17,536",,
