#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/,1M pop,,Population,Continent,1 Caseevery X ppl1 Deathevery X ppl1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
World,"260,375,428","+104,424","5,200,647","+1,567","235,328,733","+92,330","19,846,048","82,687","33,404",667.2,,,,All,,,,,,,
1,USA,"48,999,737",,"798,551 ",,"38,799,986",,"9,401,200","12,259","146,830","2,393","747,324,581","2,239,391","333,717,757 ",North America,74180,,,"28,171",,
2,India,"34,555,431",,"467,468 ",,"33,977,830","+9,868","110,133","8,944","24,701",334,"637,106,009","455,409","1,398,976,181 ",Asia,"402,9932",,,79,,
3,Brazil,"22,055,608",,"613,697 ",,"21,275,209",,"166,702","8,318","102,741","2,859","63,776,166","297,086","214,672,763 ",South America,103503,,,777,,
4,UK,"10,021,497",,"144,433 ",,"8,874,965",,"1,002,099",928,"146,546","2,112","357,537,501","5,228,313","68,384,867 ",Europe,74730,,,"14,654",,
5,Russia,"9,468,189",,"269,057 ",,"8,164,826",,"1,034,306","2,300","64,841","1,843","222,300,000","1,522,373","146,022,030 ",Europe,155431,,,"7,083",,
6,Turkey,"8,676,639",,"75,840 ",,"8,208,159",,"392,640","1,405","101,353",886,"105,892,796","1,236,950","85,607,956 ",Asia,"101,1291",,,"4,586",,
7,France,"7,516,746",,"118,777 ",,"7,080,555",,"317,414","1,499","114,802","1,814","161,863,693","2,472,122","65,475,608 ",Europe,95510,,,"4,848",,
8,Iran,"6,097,672",,"129,376 ",,"5,830,653",,"137,643","3,368","71,321","1,513","38,219,247","447,031","85,495,760 ",Asia,146612,,,"1,610",,
9,Germany,"5,623,047",,"100,796 ",,"4,775,300","+30,900","746,951","4,070","66,815","1,198","81,975,529","974,058","84,158,769 ",Europe,158351,,,"8,875",,
10,Argentina,"5,322,127",,"116,480 ",,"5,186,639",,"19,008",604,"116,265","2,545","26,029,617","568,634","45,775,729 ",South America,93932,,,415,,
11,Spain,"5,121,100",,"87,931 ",,"4,912,818",,"120,351",571,"109,472","1,880","66,213,858","1,415,427","46,780,120 ",Europe,95321,,,"2,573",,
12,Colombia,"5,057,897",,"128,290 ",,"4,897,986",,"31,621",342,"97,943","2,484","27,891,010","540,092","51,641,190 ",South America,104032,,,612,,
13,Italy,"4,968,341",,"133,486 ",,"4,668,257",,"166,598",588,"82,343","2,212","116,669,093","1,933,612","60,337,397 ",Europe,124521,,,"2,761",,
14,Indonesia,"4,254,815",,"143,782 ",,"4,102,993",,"8,040",,"15,329",518,"53,126,370","191,400","277,567,698 ",Asia,"651,9305",,,29,,
15,Mexico,"3,876,391","+4,128","293,449 ",+263,"3,234,360","+2,298","348,582","4,798","29,630","2,243","11,786,219","90,090","130,826,805 ",North America,3444611,32,2,"2,664",,
