#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/,1M pop,,Population,Continent,1 Caseevery X ppl1 Deathevery X ppl1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
World,"269,956,925","+488,469","5,317,290","+5,395","242,694,799","+427,132","21,944,836","88,811","34,633",682.2,,,,All,,,,,,,
1,USA,"50,751,762","+46,505","817,765 ",+422,"39,981,492","+29,799","9,952,505","14,927","152,041","2,450","773,300,851","2,316,642","333,802,450 ",North America,74080,139,1,"29,816",,
2,India,"34,684,396","+1,660","475,128 ",,"34,114,331","+9,265","94,937","8,944","24,782",339,"654,627,300","467,735","1,399,568,826 ",Asia,"402,9462",1,,68,,
3,Brazil,"22,188,179","+3,355","616,859 ",+126,"21,407,699",,"163,621","8,318","103,326","2,873","63,776,166","296,994","214,738,715 ",South America,103483,16,0.6,762,,
4,UK,"10,771,444","+54,073","146,387 ",+132,"9,453,429","+39,312","1,171,628",900,"157,476","2,140","374,468,898","5,474,658","68,400,424 ",Europe,64670,791,2,"17,129",,
5,Russia,"9,986,967","+30,288","288,351 ","+1,171","8,709,964","+36,446","988,652","2,300","68,392","1,975","231,000,000","1,581,924","146,024,756 ",Europe,155061,207,8,"6,770",,
6,Turkey,"9,022,223","+19,255","78,969 ",+191,"8,592,094","+23,180","351,160","1,128","105,341",922,"111,562,570","1,302,577","85,647,607 ",Asia,"91,0851",225,2,"4,100",,
7,France,"8,214,844","+53,720","120,383 ",+65,"7,294,653","+42,277","799,808","2,461","125,452","1,838","172,371,975","2,632,360","65,481,904 ",Europe,85440,820,1.0,"12,214",,
8,Germany,"6,501,279","+37,542","106,208 ",+277,"5,368,300","+39,000","1,026,771","4,636","77,239","1,262","87,852,398","1,043,744","84,170,450 ",Europe,137931,446,3,"12,199",,
9,Iran,"6,152,524","+1,681","130,661 ",+58,"5,963,373","+6,356","58,490","3,126","71,923","1,527","39,951,481","467,035","85,542,756 ",Asia,146552,20,0.7,684,,
10,Argentina,"5,356,885","+2,445","116,760 ",+12,"5,213,678","+2,414","26,447",681,"116,978","2,550","26,663,231","582,245","45,793,842 ",South America,93922,53,0.3,578,,
11,Spain,"5,290,190",,"88,381 ",,"4,943,735",,"258,074","1,056","113,084","1,889","66,213,858","1,415,403","46,780,909 ",Europe,95291,,,"5,517",,
12,Italy,"5,206,305","+21,042","134,765 ",+96,"4,797,658","+10,205","273,882",818,"86,292","2,234","125,490,703","2,079,950","60,333,526 ",Europe,124480,349,2,"4,539",,
13,Colombia,"5,091,508","+1,813","129,056 ",+45,"4,932,304","+1,775","30,148",342,"98,549","2,498","28,587,711","553,330","51,664,885 ",South America,104002,35,0.9,584,,
14,Indonesia,"4,258,980",+228,"143,929 ",+6,"4,109,865",+190,"5,186",,"15,337",518,"57,921,612","208,581","277,694,062 ",Asia,"651,9295",0.8,0.02,19,,
