#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/,1M pop,,Population,Continent,1 Caseevery X ppl1 Deathevery X ppl1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
World,"246,190,418","+429,290","4,994,454","+7,081","223,057,635","+298,166","18,138,329","75,152","31,584",640.7,,,,All,,,,,,,
1,USA,"46,658,001","+60,879","762,969 ","+1,090","36,527,040","+50,284","9,367,992","13,008","139,877","2,287","695,765,280","2,085,851","333,564,250 ",North America,74370,183,3,"28,085",,
2,India,"34,245,530","+14,323","457,221 ",+803,"33,619,942","+13,223","168,367","8,944","24,498",327,"604,498,405","432,433","1,397,902,013 ",Asia,"413,0572",10,0.6,120,,
3,Brazil,"21,781,436","+15,268","607,068 ",+342,"20,965,296",,"209,072","8,318","101,520","2,829","63,776,166","297,251","214,553,225 ",South America,103533,71,2,974,,
4,UK,"8,936,155","+39,842","140,206 ",+165,"7,261,767","+29,454","1,534,182",945,"130,728","2,051","325,510,859","4,761,947","68,356,668 ",Europe,84880,583,2,"22,444",,
5,Russia,"8,392,697","+40,096","235,057 ","+1,159","7,272,053","+29,318","885,587","2,300","57,477","1,610","206,300,000","1,412,848","146,017,088 ",Europe,176211,275,8,"6,065",,
6,Turkey,"7,961,535","+25,528","69,998 ",+229,"7,404,472","+27,651","487,065","1,405","93,078",818,"95,921,793","1,121,419","85,536,088 ",Asia,"111,2221",298,3,"5,694",,
7,France,"7,146,755","+6,461","117,622 ",+33,"6,930,197","+4,436","98,936","1,049","109,170","1,797","151,204,954","2,309,735","65,464,197 ",Europe,95570,99,0.5,"1,511",,
8,Iran,"5,899,509","+11,409","125,875 ",+159,"5,468,620","+13,291","305,014","4,078","69,072","1,474","32,619,228","381,911","85,410,580 ",Asia,146793,134,2,"3,571",,
9,Argentina,"5,284,485",,"115,889 ",,"5,149,943",,"18,653",631,"115,526","2,533","24,952,990","545,505","45,742,901 ",South America,93952,,,408,,
10,Spain,"5,008,887","+2,212","87,322 ",+33,"4,862,672","+1,629","58,893",413,"107,076","1,867","66,213,858","1,415,471","46,778,690 ",Europe,95361,47,0.7,"1,259",,
11,Colombia,"4,995,694",,"127,159 ",,"4,839,391",,"29,144",342,"96,819","2,464","26,651,141","516,513","51,598,243 ",South America,104062,,,565,,
12,Italy,"4,757,231","+4,866","132,004 ",+50,"4,548,449","+3,400","76,778",347,"78,835","2,188","102,949,658","1,706,035","60,344,414 ",Europe,134571,81,0.8,"1,272",,
13,Germany,"4,553,730","+26,610","96,062 ",+122,"4,247,000","+9,900","210,668","1,336","54,122","1,142","73,348,901","871,773","84,137,598 ",Europe,188761,316,1,"2,504",,
14,Indonesia,"4,242,532",+723,"143,333 ",+34,"4,086,759",+984,"12,440",,"15,297",517,"46,040,621","166,009","277,338,663 ",Asia,"651,9356",3,0.1,45,,
15,Mexico,"3,793,783","+4,797","287,274 ",+386,"3,156,269","+3,202","350,240","4,798","29,022","2,198","11,275,833","86,260","130,719,539 ",North America,3445512,37,3,"2,679",,
16,Poland,"2,998,891","+8,378","76,773 ",+101,"2,693,373","+2,791","228,745",495,"79,353","2,031","22,043,704","583,292","37,791,871 ",Europe,134922,222,3,"6,053",,
17,South Africa,"2,921,114",+533,"89,104 ",+55,"2,813,442",+224,"18,568",546,"48,447","1,478","18,471,818","306,359","60,294,751 ",Africa,216773,9,0.9,308,,
18,Ukraine,"2,851,804","+26,071","66,204 ",+576,"2,411,711","+10,006","373,889",177,"65,730","1,526","14,232,081","328,029","43,386,658 ",Europe,156553,601,13,"8,618",,
19,Philippines,"2,772,491","+3,694","42,575 ",+227,"2,680,081","+3,924","49,835","3,194","24,864",382,"22,794,383","204,426","111,504,180 ",Asia,"402,6195",33,2,447,,
20,Malaysia,"2,448,372",,"28,674 ",,"2,347,985",,"71,713",562,"74,390",871,"33,791,439","1,026,695","32,912,819 ",Asia,"131,1481",,,"2,179",,
21,Peru,"2,198,038",,"200,149 ",,N/A,N/A,N/A,879,"65,462","5,961","18,910,768","563,199","33,577,416 ",South America,151682,,,"8,256",,
22,Netherlands,"2,108,549","+7,683","18,371 ",+15,"1,981,236","+1,691","108,942",203,"122,698","1,069","17,988,698","1,046,772","17,184,926 ",Europe,89351,447,0.9,"6,339",,
23,Iraq,"2,052,123","+1,471","23,083 ",+22,"1,996,126","+2,249","32,914",226,"49,555",557,"15,760,869","380,596","41,411,038 ",Asia,"201,7943",36,0.5,795,,
24,Thailand,"1,884,973","+9,658","19,006 ",+84,"1,766,823","+8,526","99,144","2,432","26,916",271,"14,913,135","212,950","70,031,203 ",Asia,"373,6855",138,1,"1,416",,
25,Czechia,"1,747,701","+5,824","30,689 ",+9,"1,669,764",+80,"47,248",167,"162,801","2,859","40,290,474","3,753,114","10,735,211 ",Europe,63500,543,0.8,"4,401",,
26,Japan,"1,717,709",+312,"18,228 ",+7,"1,694,929",+477,"4,552",177,"13,636",145,"26,297,440","208,768","125,965,076 ",Asia,"736,9115",2,0.06,36,,
27,Canada,"1,708,240","+1,356","28,906 ",+25,"1,653,887","+1,148","25,447",765,"44,743",757,"45,819,418","1,200,129","38,178,735 ",North America,"221,3211",36,0.7,667,,
28,Chile,"1,688,454","+2,136","37,719 ",+22,"1,636,151","+1,291","14,584",437,"87,337","1,951","23,364,387","1,208,543","19,332,694 ",South America,115131,110,1,754,,
29,Romania,"1,616,027","+13,197","46,430 ",+413,"1,371,046","+12,516","198,551","1,881","84,750","2,435","14,589,574","765,128","19,068,146 ",Europe,124111,692,22,"10,413",,
30,Bangladesh,"1,568,857",+294,"27,847 ",+6,"1,532,695",+227,"8,315","1,388","9,403",167,"10,301,593","61,740","166,853,740 ",Asia,"1065,99216",2,0.04,50,,
31,Belgium,"1,342,718","+8,771","25,946 ",+32,"1,210,640","+1,117","106,132",260,"115,193","2,226","21,498,679","1,844,399","11,656,200 ",Europe,94491,752,3,"9,105",,
32,Israel,"1,326,171",+675,"8,081 ",+8,"1,307,148",,"10,942",234,"142,201",867,"29,182,529","3,129,158","9,326,000 ",Asia,"71,1540",72,0.9,"1,173",,
33,Pakistan,"1,271,027",+705,"28,414 ",+9,"1,219,174","+1,239","23,439","1,408","5,611",125,"20,660,167","91,198","226,542,869 ",Asia,"1787,97311",3,0.04,103,,
34,Sweden,"1,170,422",,"14,984 ",,"1,137,002",+845,"18,436",26,"114,946","1,472","13,154,558","1,291,896","10,182,370 ",Europe,96801,,,"1,811",,
35,Serbia,"1,125,602","+6,697","9,761 ",+63,"990,667","+5,593","125,174",275,"129,515","1,123","6,253,869","719,590","8,690,884 ",Europe,88901,771,7,"14,403",,
36,Portugal,"1,088,133",+888,"18,149 ",+5,"1,038,529",+944,"31,455",60,"107,127","1,787","19,736,210","1,943,030","10,157,441 ",Europe,95601,87,0.5,"3,097",,
37,Cuba,"949,747",+900,"8,219 ",+9,"936,832","+1,100","4,696",123,"83,919",726,"10,449,263","923,285","11,317,487 ",North America,"121,3771",80,0.8,415,,
38,Morocco,"945,504",+303,"14,654 ",+7,"925,820",+386,"5,030",347,"25,222",391,"10,056,878","268,273","37,487,530 ",Africa,"402,5584",8,0.2,134,,
39,Kazakhstan,"934,387","+1,699","12,028 ",+27,"878,983","+2,284","43,376",221,"48,990",631,"11,575,012","606,883","19,072,900 ",Asia,"201,5862",89,1,"2,274",,
40,Vietnam,"905,477","+4,892","21,910 ",+54,"813,963","+1,649","69,604",,"9,193",222,"42,517,091","431,672","98,494,016 ",Asia,"1094,4952",50,0.5,707,,
41,Switzerland,"870,834","+1,792","11,231 ",,"826,584","+1,278","33,019",85,"99,659","1,285","11,619,402","1,329,734","8,738,138 ",Europe,107781,205,,"3,779",,
42,Hungary,"859,378","+4,039","30,692 ",+45,"797,142",+707,"31,544",204,"89,259","3,188","7,348,118","763,207","9,627,954 ",Europe,113141,420,5,"3,276",,
43,Jordan,"858,342","+1,892","11,000 ",+17,"827,523","+1,251","19,819",577,"83,038","1,064","10,885,037","1,053,043","10,336,749 ",Asia,129401,183,2,"1,917",,
44,Austria,"813,334","+4,248","11,316 ",+27,"765,385","+2,658","36,633",265,"89,631","1,247","96,262,394","10,608,339","9,074,219 ",Europe,118020,468,3,"4,037",,
45,Nepal,"811,407",+527,"11,382 ",+2,"789,789",+664,"10,236",,"27,203",382,"4,402,582","147,602","29,827,345 ",Asia,"372,6217",18,0.07,343,,
46,UAE,"739,654",+88,"2,135 ",,"733,782",+142,"3,737",,"73,612",212,"92,486,713","9,204,498","10,047,991 ",Asia,"144,7060",9,,372,,
47,Greece,"731,167","+2,957","15,801 ",+31,"676,427","+2,238","38,939",391,"70,605","1,526","25,510,912","2,463,442","10,355,800 ",Europe,146550,286,3,"3,760",,
48,Tunisia,"712,139",,"25,221 ",,"685,570",,"1,348",116,"59,435","2,105","3,058,431","255,258","11,981,740 ",Africa,174754,,,113,,
49,Georgia,"707,290","+4,009","9,918 ",+45,"647,878","+5,177","49,494",,"177,753","2,493","10,091,598","2,536,180","3,979,054 ",Asia,64010,"1,008",11,"12,439",,
50,Lebanon,"639,332",,"8,472 ",,"613,968",,"16,892",200,"94,226","1,249","4,780,275","704,528","6,785,070 ",Asia,118011,,,"2,490",,
51,Guatemala,"597,768",,"14,862 ",,"576,117",,"6,789",5,"32,572",810,"2,865,610","156,145","18,352,224 ",North America,"311,2356",,,370,,
