#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/,1M pop,,Population,Continent,1 Caseevery X ppl1 Deathevery X ppl1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
World,"275,724,013","+525,554","5,376,000","+4,796","247,283,667","+534,300","23,064,346","88,678","35,373",689.7,,,,All,,,,,,,
1,USA,"52,011,887","+126,297","828,439 ",+494,"40,662,099","+111,724","10,521,349","15,798","155,794","2,481","790,010,837","2,366,364","333,850,090 ",North America,64030,378,1,"31,515",,
2,India,"34,747,913","+1,075","477,554 ",,"34,187,017","+8,077","83,342","8,944","24,822",341,"664,109,365","474,397","1,399,902,189 ",Asia,"402,9312",0.8,,60,,
3,Brazil,"22,215,856","+2,094","617,905 ",+67,"21,414,318",,"183,633","8,318","103,437","2,877","63,776,166","296,943","214,775,813 ",South America,103483,10,0.3,855,,
4,UK,"11,453,121","+91,743","147,261 ",+44,"9,826,541","+43,186","1,479,319",879,"167,421","2,153","388,970,198","5,685,936","68,409,175 ",Europe,64650,"1,341",0.6,"21,625",,
5,Russia,"10,241,812","+27,022","298,222 ","+1,019","9,014,980","+30,059","928,610","2,300","70,137","2,042","235,600,000","1,613,408","146,026,290 ",Europe,144901,185,7,"6,359",,
6,Turkey,"9,189,881","+18,762","80,591 ",+176,"8,810,097","+24,497","299,193","1,128","107,271",941,"114,726,791","1,339,173","85,669,911 ",Asia,"91,0631",219,2,"3,492",,
7,France,"8,640,924","+15,075","121,717 ",+224,"7,554,011","+47,102","965,196","3,025","131,952","1,859","178,020,146","2,718,469","65,485,446 ",Europe,85380,230,3,"14,739",,
8,Germany,"6,834,446","+21,710","109,243 ",+280,"5,801,400","+48,100","923,803","4,636","81,191","1,298","89,622,218","1,064,687","84,177,021 ",Europe,127711,258,3,"10,975",,
9,Iran,"6,173,369","+2,390","131,124 ",+41,"6,009,489","+5,212","32,756","2,849","72,145","1,532","40,880,338","477,746","85,569,192 ",Asia,146532,28,0.5,383,,
10,Spain,"5,535,231","+26,568","88,793 ",+29,"4,985,234","+6,286","461,204","1,306","118,321","1,898","66,213,858","1,415,390","46,781,353 ",Europe,85271,568,0.6,"9,859",,
11,Italy,"5,405,360","+16,213","135,778 ",+137,"4,899,879","+8,640","369,703",987,"89,595","2,251","130,705,958","2,166,468","60,331,349 ",Europe,114440,269,2,"6,128",,
12,Argentina,"5,395,044","+5,337","116,930 ",+27,"5,237,599","+3,830","40,515",795,"117,785","2,553","27,082,573","591,271","45,804,030 ",South America,83922,117,0.6,885,,
13,Colombia,"5,109,022","+1,699","129,487 ",+29,"4,948,804","+1,905","30,731",342,"98,862","2,506","29,007,812","561,316","51,678,214 ",South America,103992,33,0.6,595,,
14,Indonesia,"4,260,677",+133,"144,013 ",+11,"4,111,835",+216,"4,829",,"15,339",518,"60,470,151","217,702","277,765,142 ",Asia,"651,9295",0.5,0.04,17,,
15,Poland,"3,968,450","+9,609","91,514 ",+29,"3,458,870","+22,887","418,066","2,116","105,025","2,422","26,243,534","694,535","37,785,779 ",Europe,104131,254,0.8,"11,064",,
16,Mexico,"3,933,386",+841,"297,858 ",+23,"3,287,874","+1,956","347,654","4,798","30,044","2,275","12,173,363","92,984","130,919,276 ",North America,3344011,6,0.2,"2,655",,
17,Ukraine,"3,610,687","+2,536","93,262 ",+157,"3,338,555","+6,690","178,870",177,"83,295","2,151","16,503,941","380,730","43,348,097 ",Europe,124653,59,4,"4,126",,
18,South Africa,"3,316,585","+8,511","90,453 ",+105,"3,026,285","+15,772","199,847",546,"54,906","1,497","20,985,692","347,416","60,405,069 ",Africa,186683,141,2,"3,308",,
19,Netherlands,"2,992,157","+12,154","20,504 ",+36,"2,401,175","+21,746","570,478",610,"174,059","1,193","19,205,114","1,117,193","17,190,503 ",Europe,68381,707,2,"33,186",,
20,Philippines,"2,837,730",+263,"50,784 ",+45,"2,777,354",+390,"9,592",899,"25,401",455,"24,937,631","223,217","111,719,390 ",Asia,"392,2004",2,0.4,86,,
21,Malaysia,"2,721,544","+2,589","31,135 ",+43,"2,638,191","+3,810","52,218",379,"82,536",944,"39,845,376","1,208,388","32,974,000 ",Asia,"121,0591",79,1,"1,584",,
22,Czechia,"2,406,989","+3,740","35,288 ",+22,"2,173,844",+99,"197,857",838,"224,153","3,286","46,159,025","4,298,608","10,738,133 ",Europe,43040,348,2,"18,426",,
23,Peru,"2,265,320",,"202,225  ",,N/A,N/A,N/A,939,"67,330","6,011","21,169,755","629,206","33,645,199 ",South America,151662,,,"10,178",,
24,Thailand,"2,194,053","+2,525","21,408 ",+31,"2,132,548","+4,190","40,097",899,"31,318",306,"17,270,775","246,525","70,056,972 ",Asia,"323,2724",36,0.4,572,,
25,Iraq,"2,090,844",+364,"24,074 ",+11,"2,060,413",+547,"6,357",91,"50,328",579,"16,683,065","401,571","41,544,530 ",Asia,"201,7262",9,0.3,153,,
26,Belgium,"1,999,764",,"27,895 ",,"1,487,522",,"484,347",804,"171,453","2,392","26,251,807","2,250,742","11,663,624 ",Europe,64180,,,"41,526",,
27,Canada,"1,891,572","+8,355","30,048 ",+3,"1,797,491","+6,495","64,033",455,"49,482",786,"50,635,831","1,324,592","38,227,506 ",North America,"201,2721",219,0.08,"1,675",,
28,Romania,"1,798,629",+424,"58,232 ",+28,"1,726,051","+1,242","14,346",527,"94,420","3,057","16,703,409","876,851","19,049,315 ",Europe,113271,22,1,753,,
29,Chile,"1,792,902","+1,126","38,885 ",+21,"1,701,632","+2,587","52,385",620,"92,624","2,009","26,810,503","1,385,064","19,356,876 ",South America,114981,58,1,"2,706",,
30,Japan,"1,729,964",+187,"18,379 ",,"1,710,316",+116,"1,269",27,"13,740",146,"28,827,171","228,954","125,908,203 ",Asia,"736,8514",1,,10,,
31,Bangladesh,"1,581,343",+260,"28,050 ",+2,"1,545,807",+236,"7,486","1,352","9,464",168,"11,286,029","67,542","167,095,633 ",Asia,"1065,95715",2,0.01,45,,
32,Vietnam,"1,555,455","+14,977","29,791 ",+225,"1,109,899","+1,937","415,765","7,615","15,772",302,"72,840,350","738,573","98,623,102 ",Asia,"633,3101",152,2,"4,216",,
33,Israel,"1,356,579","+1,088","8,232 ",,"1,340,915",+383,"7,432",84,"145,462",883,"36,880,800","3,954,621","9,326,000 ",Asia,"71,1330",117,,797,,
34,Pakistan,"1,291,467",+359,"28,878 ",+6,"1,253,001",+354,"9,588",666,"5,685",127,"22,864,737","100,647","227,176,737 ",Asia,"1767,86710",2,0.03,42,,
35,Serbia,"1,283,490","+1,029","12,432 ",+31,"1,246,604","+4,095","24,454",121,"147,770","1,431","7,077,197","814,809","8,685,715 ",Europe,76991,118,4,"2,815",,
36,Austria,"1,251,433","+1,792","13,496 ",+17,"1,196,295","+4,765","41,642",478,"137,796","1,486","117,832,609","12,974,608","9,081,786 ",Europe,76730,197,2,"4,585",,
37,Sweden,"1,250,885",,"15,197 ",,"1,174,809","+1,314","60,879",79,"122,736","1,491","14,208,757","1,394,157","10,191,645 ",Europe,86711,,,"5,973",,
38,Hungary,"1,228,400","+10,105","37,896 ",+366,"1,048,633","+22,379","141,871",503,"127,635","3,938","9,014,430","936,627","9,624,350 ",Europe,82541,"1,050",38,"14,741",,
