#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/,1M pop,,Population,Continent,1 Caseevery X ppl1 Deathevery X ppl1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
World,"273,155,812","+667,322","5,351,674","+6,080","245,264,107","+464,333","22,540,031","89,315","35,043",686.6,,,,All,,,,,,,
1,USA,"51,408,274","+115,983","824,214 ",+807,"40,392,083","+48,522","10,191,977","15,593","153,998","2,469","782,916,320","2,345,299","333,823,623 ",North America,64050,347,2,"30,531",,
2,India,"34,721,174","+2,505","476,478 ",,"34,154,879","+7,948","89,817","8,944","24,806",340,"660,247,762","471,701","1,399,716,988 ",Asia,"402,9382",2,,64,,
3,Brazil,"22,204,941","+3,720","617,395 ",+47,"21,414,318",,"173,228","8,318","103,397","2,875","63,776,166","296,971","214,755,203 ",South America,103483,17,0.2,807,,
4,UK,"11,097,851","+88,376","146,937  ",+146,"9,658,375","+40,434","1,292,539",886,"162,239","2,148","382,575,086","5,592,850","68,404,314 ",Europe,64660,"1,292",2,"18,896",,
5,Russia,"10,131,646","+28,486","294,024 ","+1,133","8,876,788","+37,155","960,834","2,300","69,383","2,014","233,300,000","1,597,667","146,025,438 ",Europe,144971,195,8,"6,580",,
6,Turkey,"9,118,424","+18,100","79,863 ",+167,"8,712,929","+25,664","325,632","1,128","106,452",932,"113,329,305","1,323,051","85,657,520 ",Asia,"91,0731",211,2,"3,802",,
7,France,"8,460,712","+60,866","121,171 ",+188,"7,430,199","+34,285","909,342","2,832","129,204","1,850","175,073,861","2,673,558","65,483,478 ",Europe,85400,929,3,"13,887",,
8,Germany,"6,709,218","+53,057","108,154 ",+479,"5,618,600","+58,900","982,464","4,636","79,707","1,285","87,852,398","1,043,708","84,173,371 ",Europe,137781,630,6,"11,672",,
9,Iran,"6,165,454","+2,500","130,946 ",+63,"5,990,898","+5,163","43,610","2,957","72,065","1,531","40,463,565","472,957","85,554,505 ",Asia,146532,29,0.7,510,,
10,Spain,"5,422,168","+28,900","88,667 ",+48,"4,965,069","+3,189","368,432","1,292","115,905","1,895","66,213,858","1,415,397","46,781,107 ",Europe,95281,618,1,"7,876",,
11,Argentina,"5,376,642","+5,301","116,874 ",+17,"5,225,452","+3,239","34,316",756,"117,398","2,552","26,897,346","587,299","45,798,370 ",South America,93922,116,0.4,749,,
12,Italy,"5,308,180","+26,109","135,301 ",+112,"4,854,949","+13,704","317,930",917,"87,982","2,243","128,435,536","2,128,793","60,332,558 ",Europe,114460,433,2,"5,270",,
13,Colombia,"5,101,466","+1,720","129,295 ",+39,"4,942,391","+2,079","29,780",342,"98,730","2,502","28,830,092","557,957","51,670,809 ",South America,104002,33,0.8,576,,
14,Indonesia,"4,259,857",+213,"143,979 ",+10,"4,111,045",+234,"4,833",,"15,338",518,"59,343,891","213,678","277,725,653 ",Asia,"651,9295",0.8,0.04,17,,
