#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/,1M pop,,Population,Continent,1 Caseevery X ppl1 Deathevery X ppl1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
World,"267,982,937","+584,970","5,293,439","+6,757","241,213,373","+438,412","21,476,125","88,343","34,380",679.1,,,,All,,,,,,,
1,USA,"50,352,953","+71,275","813,246 ",+806,"39,778,346","+35,479","9,761,361","14,410","150,856","2,436","767,579,812","2,299,649","333,781,277 ",North America,74100,214,2,"29,245",,
2,India,"34,665,096","+8,274","473,952 ",,"34,089,137","+9,525","102,007","8,944","24,771",339,"650,660,144","464,950","1,399,420,665 ",Asia,"402,9532",6,,73,,
3,Brazil,"22,167,781","+10,055","616,251 ",+184,"21,386,271",,"165,259","8,318","103,239","2,870","63,776,166","297,017","214,722,227 ",South America,103483,47,0.9,770,,
4,UK,"10,610,958","+51,342","145,987 ",+161,"9,340,390","+39,692","1,124,581",880,"155,139","2,134","371,694,121","5,434,400","68,396,535 ",Europe,64690,751,2,"16,442",,
5,Russia,"9,895,597","+30,752","284,823 ","+1,179","8,602,067","+36,976","1,008,707","2,300","67,767","1,951","229,200,000","1,569,604","146,024,075 ",Europe,155131,211,8,"6,908",,
6,Turkey,"8,964,711","+20,874","78,407 ",+192,"8,516,522","+29,833","369,782","1,128","104,682",916,"110,515,595","1,290,502","85,637,694 ",Asia,"101,0921",244,2,"4,318",,
7,France,"8,048,931","+61,340","120,032 ",+133,"7,231,425","+20,194","697,474","2,426","122,921","1,833","170,480,237","2,603,534","65,480,330 ",Europe,85460,937,2,"10,652",,
8,Germany,"6,339,593","+68,832","104,932 ",+571,"5,225,700","+55,300","1,008,961","4,636","75,321","1,247","85,782,441","1,019,187","84,167,530 ",Europe,138021,818,7,"11,988",,
9,Iran,"6,144,644","+3,309","130,446 ",+90,"5,943,467","+6,492","70,731","3,185","71,841","1,525","39,632,983","463,376","85,531,007 ",Asia,146562,39,1,827,,
10,Argentina,"5,346,242",,"116,703 ",,"5,205,534",,"24,005",687,"116,757","2,549","26,501,999","578,781","45,789,314 ",South America,93922,,,524,,
11,Spain,"5,246,766",,"88,237 ",,"4,937,402",,"221,127",814,"112,157","1,886","66,213,858","1,415,409","46,780,712 ",Europe,95301,,,"4,727",,
12,Italy,"5,152,264","+17,959","134,472 ",+86,"4,768,578","+9,540","249,214",791,"85,395","2,229","123,896,511","2,053,494","60,334,494 ",Europe,124490,298,1,"4,131",,
13,Colombia,"5,084,466",,"128,874 ",,"4,925,444",,"30,148",342,"98,424","2,495","28,431,055","550,361","51,658,961 ",South America,104012,,,584,,
14,Indonesia,"4,258,340",+264,"143,909 ",+16,"4,109,068",+351,"5,363",,"15,336",518,"56,927,434","205,024","277,662,471 ",Asia,"651,9295",1.0,0.06,19,,
15,Mexico,"3,905,319","+3,304","295,601 ",+289,"3,262,422","+2,338","347,296","4,798","29,841","2,259","11,976,549","91,514","130,871,191 ",North America,3444311,25,2,"2,654",,
16,Poland,"3,732,589","+28,542","86,796 ",+592,"3,194,731","+10,055","451,062","2,026","98,779","2,297","25,210,982","667,182","37,787,245 ",Europe,104351,755,16,"11,937",,
17,Ukraine,"3,519,981","+9,371","89,436 ",+450,"3,109,423","+26,804","321,122",177,"81,185","2,063","16,160,332","372,724","43,357,380 ",Europe,124853,216,10,"7,406",,
18,South Africa,"3,071,064","+19,842","90,038 ",+36,"2,867,966","+3,318","113,060",546,"50,864","1,491","19,912,794","329,799","60,378,511 ",Africa,206713,329,0.6,"1,873",,
19,Philippines,"2,835,593",+370,"49,761 ",+171,"2,773,322",+859,"12,510",899,"25,393",446,"24,390,103","218,417","111,667,580 ",Asia,"392,2445",3,2,112,,
20,Netherlands,"2,808,892","+18,062","19,842 ",+72,"2,193,044","+11,736","596,006",633,"163,411","1,154","19,205,114","1,117,280","17,189,161 ",Europe,68661,"1,051",4,"34,673",,
21,Malaysia,"2,673,019","+5,020","30,746 ",+28,"2,581,395","+4,525","60,878",428,"81,101",933,"38,730,402","1,175,099","32,959,271 ",Asia,"121,0721",152,0.8,"1,847",,
22,Czechia,"2,282,212","+19,482","34,034 ",+61,"1,963,455",+535,"284,723","1,040","212,547","3,170","45,056,810","4,196,238","10,737,430 ",Europe,53150,"1,814",6,"26,517",,
23,Peru,"2,246,633",,"201,450 ",,N/A,N/A,N/A,997,"66,807","5,990","20,623,407","613,265","33,628,881 ",South America,151672,,,"9,650",,
24,Thailand,"2,152,384","+3,618","21,033 ",+38,"2,067,149","+5,775","64,202","1,369","30,726",300,"14,913,135","212,890","70,050,769 ",Asia,"333,3315",52,0.5,917,,
25,Iraq,"2,086,192",+606,"23,931 ",+12,"2,052,656",+744,"9,605",97,"50,255",576,"16,488,181","397,187","41,512,393 ",Asia,"201,7353",15,0.3,231,,
26,Belgium,"1,879,784","+10,878","27,360 ",+41,"1,395,359","+8,063","457,065",817,"161,191","2,346","25,457,760","2,182,997","11,661,837 ",Europe,64260,933,4,"39,193",,
27,Canada,"1,817,591","+2,376","29,837 ",+10,"1,758,069","+1,884","29,685",497,"47,561",781,"49,518,440","1,295,759","38,215,765 ",North America,"211,2811",62,0.3,777,,
