#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/,1M pop,,Population,Continent,1 Caseevery X ppl1 Deathevery X ppl1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
World,"264,173,986","+447,037","5,247,039","+5,171","238,337,764","+321,340","20,589,183","86,845","33,891",673.1,,,,All,,,,,,,
1,USA,"49,607,010","+33,888","805,331 ",+328,"39,329,663","+11,100","9,472,016","13,390","148,635","2,413","755,892,232","2,264,849","333,749,517 ",North America,74140,102,1.0,"28,381",,
2,India,"34,606,541",,"469,724 ",,"34,037,054","+8,548","99,763","8,944","24,733",336,"643,510,926","459,914","1,399,198,423 ",Asia,"402,9792",,,71,,
3,Brazil,"22,105,872",,"615,020 ",,"21,339,118",,"151,734","8,318","102,963","2,865","63,776,166","297,051","214,697,495 ",South America,103493,,,707,,
4,UK,"10,329,074","+53,945","145,281 ",+141,"9,126,128","+30,145","1,057,665",931,"151,030","2,124","364,875,273","5,335,159","68,390,701 ",Europe,74710,789,2,"15,465",,
5,Russia,"9,703,107","+33,389","277,640 ","+1,221","8,400,117","+35,185","1,025,350","2,300","66,449","1,901","226,100,000","1,548,386","146,023,052 ",Europe,155261,229,8,"7,022",,
6,Turkey,"8,818,144",,"77,038 ",,"8,350,494",,"390,612","1,405","102,988",900,"108,036,172","1,261,768","85,622,825 ",Asia,"101,1111",,,"4,562",,
7,France,"7,725,114",,"119,227 ",,"7,137,416",,"468,471","1,886","117,980","1,821","162,981,031","2,489,097","65,477,969 ",Europe,85490,,,"7,155",,
8,Iran,"6,125,596","+3,839","129,988 ",+76,"5,901,532","+8,958","94,076","3,839","71,633","1,520","38,439,240","449,511","85,513,384 ",Asia,146582,45,0.9,"1,100",,
9,Germany,"6,023,493","+70,183","102,901 ",+349,"4,979,700","+42,100","940,892","4,636","71,569","1,223","83,816,414","995,880","84,163,150 ",Europe,148181,834,4,"11,179",,
