#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/,1M pop,,Population,Continent,1 Caseevery X ppl1 Deathevery X ppl1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
World,"259,773,152","+81,494","5,193,091","+1,229","234,916,758","+92,482","19,663,303","82,334","33,326",666.2,,,,All,,,,,,,
1,USA,"48,972,550",,"798,245 ",,"38,787,694",,"9,386,611","12,248","146,751","2,392","746,457,001","2,236,827","333,712,463 ",North America,74180,,,"28,128",,
2,India,"34,544,882",,"466,980 ",,"33,967,962","+10,264","109,940","8,944","24,694",334,"635,924,763","454,576","1,398,939,141 ",Asia,"402,9962",,,79,,
3,Brazil,"22,043,417",,"613,416 ",,"21,264,713",,"165,288","8,318","102,686","2,858","63,776,166","297,091","214,668,641 ",South America,103503,,,770,,
4,UK,"9,974,843",,"144,286 ",,"8,834,188",,"996,369",928,"145,865","2,110","356,406,029","5,211,842","68,383,894 ",Europe,74740,,,"14,570",,
5,Russia,"9,434,393",,"267,819 ",,"8,126,376",,"1,040,198","2,300","64,609","1,834","221,800,000","1,518,951","146,021,859 ",Europe,155451,,,"7,124",,
6,Turkey,"8,652,172",,"75,618 ",,"8,178,520",,"398,034","1,405","101,070",883,"105,529,753","1,232,745","85,605,478 ",Asia,"101,1321",,,"4,650",,
7,France,"7,483,282",,"118,734 ",,"7,071,600",,"292,948","1,406","114,292","1,813","161,863,693","2,472,137","65,475,215 ",Europe,95510,,,"4,474",,
8,Iran,"6,092,822",,"129,280 ",,"5,819,025",,"144,517","3,375","71,267","1,512","38,107,951","445,744","85,492,823 ",Asia,146612,,,"1,690",,
9,Germany,"5,546,915",,"100,481 ",,"4,744,400","+31,500","702,034","3,987","65,911","1,194","81,975,529","974,067","84,158,039 ",Europe,158381,,,"8,342",,
10,Argentina,"5,319,867",,"116,458 ",,"5,184,973",,"18,436",594,"116,219","2,544","25,988,908","567,758","45,774,597 ",South America,93932,,,403,,
11,Spain,"5,111,842",,"87,904 ",,"4,911,361",,"112,577",562,"109,274","1,879","66,213,858","1,415,429","46,780,071 ",Europe,95321,,,"2,407",,
12,Colombia,"5,055,253",,"128,236 ",,"4,895,931",,"31,086",342,"97,895","2,483","27,839,945","539,119","51,639,709 ",South America,104032,,,602,,
13,Italy,"4,954,585",,"133,415 ",,"4,661,853",,"159,317",573,"82,114","2,211","116,019,095","1,922,831","60,337,639 ",Europe,124521,,,"2,640",,
14,Indonesia,"4,254,443",,"143,766 ",,"4,102,700",,"7,977",,"15,328",518,"52,840,948","190,377","277,559,800 ",Asia,"651,9315",,,29,,
15,Mexico,"3,872,263","+4,287","293,186 ",+336,"3,232,062","+2,599","347,015","4,798","29,599","2,241","11,760,622","89,897","130,823,106 ",North America,3444611,33,3,"2,653",,
16,Poland,"3,406,129",,"81,688 ",,"2,919,578",,"404,863","1,613","90,136","2,162","23,788,624","629,517","37,788,712 ",Europe,114632,,,"10,714",,
17,Ukraine,"3,384,404","+16,943","83,541 ",+628,"2,852,452","+26,811","448,411",177,"78,042","1,926","15,700,772","362,047","43,366,663 ",Europe,135193,391,14,"10,340",,
18,South Africa,"2,950,035",,"89,657 ",,"2,839,768",,"20,610",546,"48,881","1,486","19,279,975","319,459","60,351,953 ",Africa,206733,,,341,,
19,Philippines,"2,828,660",,"47,682 ",,"2,763,114",,"17,864","1,170","25,343",427,"23,984,981","214,889","111,615,770 ",Asia,"392,3415",,,160,,
20,Malaysia,"2,602,835",,"30,147 ",,"2,503,427",,"69,261",506,"79,007",915,"37,051,546","1,124,664","32,944,543 ",Asia,"131,0931",,,"2,102",,
21,Netherlands,"2,511,953",,"19,098 ",,"2,068,761",,"424,094",512,"146,147","1,111","19,205,114","1,117,368","17,187,818 ",Europe,79001,,,"24,674",,
22,Peru,"2,228,212",,"200,961 ",,N/A,N/A,N/A,899,"66,291","5,979","20,059,723","596,792","33,612,563 ",South America,151672,,,"9,121",,
23,Thailand,"2,088,327","+6,335","20,579 ",+37,"1,987,089","+7,218","80,659","1,595","29,814",294,"14,913,135","212,909","70,044,565 ",Asia,"343,4045",90,0.5,"1,152",,
24,Iraq,"2,076,922",,"23,725 ",,"2,037,007",,"16,190",114,"50,070",572,"16,234,312","391,374","41,480,256 ",Asia,"201,7483",,,390,,
25,Czechia,"2,062,064","+18,004","32,523 ",+33,"1,789,742",+347,"239,799",848,"192,057","3,029","43,086,598","4,013,011","10,736,726 ",Europe,53300,"1,677",3,"22,334",,
26,Canada,"1,774,946",,"29,580 ",,"1,721,427",,"23,939",480,"46,460",774,"48,289,085","1,263,979","38,204,024 ",North America,"221,2921",,,627,,
27,Romania,"1,769,783",,"55,617 ",,"1,658,933",,"55,233","1,380","92,861","2,918","15,831,106","830,664","19,058,382 ",Europe,113431,,,"2,898",,
28,Chile,"1,749,099",,"38,175 ",,"1,645,276",,"65,648",654,"90,415","1,973","25,180,549","1,301,641","19,345,233 ",South America,115071,,,"3,393",,
29,Japan,"1,726,624",,"18,351 ",,"1,707,182",,"1,091",58,"13,710",146,"27,579,308","218,995","125,935,586 ",Asia,"736,8635",,,9,,
30,Belgium,"1,659,025","+23,350","26,743 ",+38,"1,295,650","+4,707","336,632",655,"142,283","2,294","24,005,887","2,058,815","11,660,049 ",Europe,74360,"2,003",3,"28,871",,
31,Bangladesh,"1,574,948",,"27,961 ",,"1,539,193",,"7,794","1,377","9,432",167,"10,782,981","64,577","166,979,166 ",Asia,"1065,97215",,,47,,
32,Israel,"1,341,305",,"8,177 ",,"1,327,046",,"6,082",128,"143,824",877,"31,188,024","3,344,202","9,326,000 ",Asia,"71,1410",,,652,,
33,Pakistan,"1,283,223",+363,"28,690 ",+13,"1,240,995","+1,000","13,538","1,002","5,656",126,"21,796,915","96,076","226,871,542 ",Asia,"1777,90810",2,0.06,60,,
34,Serbia,"1,241,492",,"11,385 ",,"1,167,802",,"62,305",205,"142,894","1,310","6,727,663","774,345","8,688,204 ",Europe,77631,,,"7,171",,
35,Sweden,"1,194,636",,"15,110 ",,"1,153,131",,"26,395",22,"117,269","1,483","13,586,095","1,333,646","10,187,179 ",Europe,96741,,,"2,591",,
36,Vietnam,"1,155,778",,"24,243 ",,"937,261",,"194,274","5,533","11,727",246,"66,686,993","676,607","98,560,949 ",Asia,"854,0661",,,"1,971",,
37,Portugal,"1,130,091",,"18,370 ",,"1,063,689",,"48,032",105,"111,282","1,809","20,844,492","2,052,598","10,155,176 ",Europe,95530,,,"4,730",,
38,Austria,"1,095,297",,"12,180 ",,"931,174",,"151,943",578,"120,652","1,342","107,984,174","11,894,964","9,078,142 ",Europe,87450,,,"16,737",,
39,Hungary,"1,044,852",,"33,519 ",,"856,330",,"155,003",664,"108,544","3,482","8,196,724","851,512","9,626,085 ",Europe,92871,,,"16,102",,
40,Kazakhstan,"967,369",+946,"12,622 ",+19,"930,512","+1,392","24,235",528,"50,674",661,"11,575,012","606,337","19,090,078 ",Asia,"201,5122",50,1.0,"1,270",,
41,Switzerland,"966,318",,"11,452 ",,"851,134",,"103,732",173,"110,525","1,310","12,103,854","1,384,410","8,742,972 ",Europe,97631,,,"11,865",,
42,Cuba,"961,458",,"8,299 ",,"951,944",,"1,215",36,"84,957",733,"10,979,501","970,181","11,316,960 ",North America,"121,3641",,,107,,
43,Morocco,"949,263",,"14,770 ",,"931,433",,"3,060",347,"25,300",394,"10,366,159","276,276","37,520,990 ",Africa,"402,5404",,,82,,
44,Jordan,"928,256",,"11,429 ",,"872,017",,"44,810",961,"89,734","1,105","11,889,329","1,149,339","10,344,492 ",Asia,119051,,,"4,332",,
45,Greece,"901,661",,"17,612 ",,"804,383",,"79,666",612,"87,101","1,701","34,131,054","3,297,073","10,351,925 ",Europe,115880,,,"7,696",,
46,Georgia,"826,714","+4,331","11,736 ",+57,"768,559","+4,804","46,419",,"207,797","2,950","11,344,660","2,851,513","3,978,471 ",Asia,53390,"1,089",14,"11,668",,
47,Nepal,"820,004",,"11,513 ",,"801,122",,"7,369",,"27,455",385,"4,584,556","153,497","29,867,488 ",Asia,"362,5947",,,247,,
48,UAE,"741,643",,"2,145 ",,"736,423",,"3,075",,"73,743",213,"99,692,301","9,912,598","10,057,131 ",Asia,"144,6890",,,306,,
49,Tunisia,"716,702",,"25,356 ",,"690,336",,"1,010",58,"59,769","2,115","3,155,126","263,120","11,991,194 ",Africa,174734,,,84,,
50,Bulgaria,"682,552",,"27,778 ",,"548,845",,"105,929",797,"99,275","4,040","6,402,544","931,231","6,875,358 ",Europe,102481,,,"15,407",,
51,Lebanon,"662,269",,"8,676 ",,"627,512",,"26,081",186,"97,640","1,279","4,795,578","707,026","6,782,743 ",Asia,107821,,,"3,845",,
52,Belarus,"645,069",,"4,995 ",,"630,218",,"9,856",,"68,298",529,"10,269,975","1,087,347","9,444,982 ",Europe,"151,8911",,,"1,044",,
53,Slovakia,"631,738",,"14,056 ",,"519,607",,"98,075",554,"115,632","2,573","4,444,343","813,485","5,463,335 ",Europe,93891,,,"17,951",,
54,Guatemala,"615,725",,"15,870 ",,"597,890",,"1,965",5,"33,504",864,"3,082,937","167,755","18,377,613 ",North America,"301,1586",,,107,,
55,Croatia,"582,769",,"10,505 ",,"538,701",,"33,563",323,"143,190","2,581","3,382,082","831,000","4,069,895 ",Europe,73871,,,"8,247",,
56,Azerbaijan,"578,627",,"7,709 ",,"543,200",,"27,718",,"56,359",751,"5,473,157","533,097","10,266,728 ",Asia,"181,3322",,,"2,700",,
57,Costa Rica,"566,296",,"7,280 ",,"541,578",,"17,438",110,"109,768","1,411","2,715,029","526,266","5,159,041 ",North America,97092,,,"3,380",,
58,Sri Lanka,"559,605",,"14,205 ",,"527,929",,"17,471",,"25,981",660,"5,606,000","260,277","21,538,612 ",Asia,"381,5164",,,811,,
59,Saudi Arabia,"549,590",,"8,828 ",,"538,702",,"2,060",47,"15,451",248,"31,078,369","873,723","35,570,039 ",Asia,"654,0291",,,58,,
60,Ireland,"542,146",,"5,652 ",,"427,669",,"108,825",131,"108,110","1,127","8,762,233","1,747,292","5,014,751 ",Europe,98871,,,"21,701",,
61,Bolivia,"531,428",,"19,096 ",,"488,726",,"23,606",220,"44,676","1,605","2,569,451","216,008","11,895,147 ",South America,226235,,,"1,985",,
62,Ecuador,"524,432",,"33,128 ",,"443,880",,"47,424",759,"29,108","1,839","1,991,800","110,553","18,016,720 ",South America,345449,,,"2,632",,
63,Myanmar,"519,731",,"19,049 ",,"493,399",,"7,283",,"9,464",347,"5,449,236","99,223","54,918,995 ",Asia,"1062,88310",,,133,,
64,Panama,"476,611",,"7,358 ",,"466,712",,"2,541",20,"108,087","1,669","4,202,759","953,116","4,409,496 ",North America,95991,,,576,,
65,Paraguay,"462,453",,"16,365 ",,"445,446",,642,40,"63,745","2,256","1,936,687","266,953","7,254,778 ",South America,164434,,,88,,
66,Denmark,"462,427",,"2,829 ",,"403,118",,"56,480",49,"79,445",486,"91,742,340","15,761,436","5,820,684 ",Europe,"132,0580",,,"9,703",,
67,Lithuania,"460,467",,"6,603 ",,"424,578",,"29,286",132,"172,511","2,474","6,032,888","2,260,186","2,669,200 ",Europe,64040,,,"10,972",,
68,S. Korea,"429,002","+3,937","3,401 ",+38,"381,851","+1,474","43,750",612,"8,358",66,"15,804,065","307,887","51,330,808 ",Asia,"12015,0933",77,0.7,852,,
69,Palestine,"428,857",,"4,520 ",,"421,669",,"2,668",38,"81,429",858,"2,710,960","514,741","5,266,651 ",Asia,"121,1652",,,507,,
70,Venezuela,"427,418",,"5,104 ",,"414,247",,"8,067",681,"15,091",180,"3,359,014","118,595","28,323,389 ",South America,"665,5498",,,285,,
71,Kuwait,"413,198",,"2,465 ",,"410,496",,237,,"94,799",566,"5,232,329","1,200,443","4,358,664 ",Asia,"111,7681",,,54,,
72,Slovenia,"408,623",,"5,114 ",,"360,011",,"43,498",208,"196,516","2,459","1,904,493","915,914","2,079,337 ",Europe,54071,,,"20,919",,
